patch,hour,division,region,count,total,avg_matches_per_minute
V2.04,12,PS4 Ranked,North America,512,41503,0.3156
V2.04,13,PS4 Ranked,North America,657,41503,0.4205
V2.04,14,PS4 Ranked,North America,881,41503,0.5639
V2.04,15,PS4 Ranked,North America,1141,41503,0.7303
V2.04,16,PS4 Ranked,North America,1389,41503,0.8570
V2.04,17,PS4 Ranked,North America,1596,41503,0.9837
V2.04,18,PS4 Ranked,North America,1791,41503,1.1040
V2.04,19,PS4 Ranked,North America,1910,41503,1.2224
V2.04,20,PS4 Ranked,North America,2129,41503,1.3140
V2.04,21,PS4 Ranked,North America,2425,41503,1.4947
V2.04,22,PS4 Ranked,North America,2657,41503,1.6376
V2.04,23,PS4 Ranked,North America,2809,41503,1.7314
V2.03,0,PS4 Ranked,North America,2833,40962,1.8856
V2.03,1,PS4 Ranked,North America,2862,40962,1.9048
V2.03,2,PS4 Ranked,North America,2873,40962,1.9122
V2.03,3,PS4 Ranked,North America,2783,40962,1.8523
V2.03,4,PS4 Ranked,North America,2448,40962,1.6293
V2.03,5,PS4 Ranked,North America,2105,40962,1.4010
V2.03,6,PS4 Ranked,North America,1679,40962,1.1176
V2.03,7,PS4 Ranked,North America,1187,40962,0.7900
V2.03,8,PS4 Ranked,North America,813,40962,0.5412
V2.03,9,PS4 Ranked,North America,622,40962,0.4140
V2.03,10,PS4 Ranked,North America,499,40962,0.3322
V2.03,11,PS4 Ranked,North America,455,40962,0.2706
V2.03,12,PS4 Ranked,North America,475,40962,0.3293
V2.03,13,PS4 Ranked,North America,663,40962,0.4419
V2.03,14,PS4 Ranked,North America,900,40962,0.5991
V2.03,15,PS4 Ranked,North America,1160,40962,0.7721
V2.03,16,PS4 Ranked,North America,1377,40962,0.9165
V2.03,17,PS4 Ranked,North America,1593,40962,1.0603
V2.03,18,PS4 Ranked,North America,1733,40962,1.1534
V2.03,19,PS4 Ranked,North America,1950,40962,1.2979
V2.03,20,PS4 Ranked,North America,2212,40962,1.4723
V2.03,21,PS4 Ranked,North America,2466,40962,1.6413
V2.03,22,PS4 Ranked,North America,2584,40962,1.7198
V2.03,23,PS4 Ranked,North America,2690,40962,1.7904
V2.04,0,Controller Ranked,North America,2949,39004,1.8176
V2.04,1,Controller Ranked,North America,3015,39004,1.8583
V2.04,2,Controller Ranked,North America,2928,39004,1.8047
V2.04,3,Controller Ranked,North America,2705,39004,1.6672
V2.04,4,Controller Ranked,North America,2414,39004,1.4879
V2.04,5,Controller Ranked,North America,2066,39004,1.2734
V2.04,6,Controller Ranked,North America,1584,39004,0.9763
V2.04,7,Controller Ranked,North America,1169,39004,0.7205
V2.04,8,Controller Ranked,North America,809,39004,0.4987
V2.04,9,Controller Ranked,North America,590,39004,0.3637
V2.04,10,Controller Ranked,North America,462,39004,0.2848
V2.04,11,Controller Ranked,North America,417,39004,0.2573
V2.04,12,Controller Ranked,North America,478,39004,0.2946
V2.04,13,Controller Ranked,North America,634,39004,0.4058
V2.04,14,Controller Ranked,North America,828,39004,0.5299
V2.04,15,Controller Ranked,North America,1070,39004,0.6849
V2.04,16,Controller Ranked,North America,1216,39004,0.7502
V2.04,17,Controller Ranked,North America,1385,39004,0.8537
V2.04,18,Controller Ranked,North America,1571,39004,0.9684
V2.04,19,Controller Ranked,North America,1651,39004,1.0567
V2.04,20,Controller Ranked,North America,1892,39004,1.1677
V2.04,21,Controller Ranked,North America,2141,39004,1.3196
V2.04,22,Controller Ranked,North America,2391,39004,1.4737
V2.04,23,Controller Ranked,North America,2639,39004,1.6266
V2.06,0,Controller Ranked,Europe,704,37700,0.2132
V2.06,1,Controller Ranked,Europe,363,37700,0.1099
V2.06,2,Controller Ranked,Europe,158,37700,0.0497
V2.06,3,Controller Ranked,Europe,49,37700,0.0185
V2.06,4,Controller Ranked,Europe,9,37700,0.0042
V2.06,5,Controller Ranked,Europe,2,37700,0.0030
V2.06,6,Controller Ranked,Europe,50,37700,0.0160
V2.06,7,Controller Ranked,Europe,256,37700,0.0775
V2.06,8,Controller Ranked,Europe,655,37700,0.1984
V2.06,9,Controller Ranked,Europe,1190,37700,0.3604
V2.06,10,Controller Ranked,Europe,1587,37700,0.4808
V2.06,11,Controller Ranked,Europe,1793,37700,0.5530
V2.06,12,Controller Ranked,Europe,2247,37700,0.6930
V2.06,13,Controller Ranked,Europe,2638,37700,0.8136
V2.06,14,Controller Ranked,Europe,2884,37700,0.8894
V2.06,15,Controller Ranked,Europe,2949,37700,0.8933
V2.06,16,Controller Ranked,Europe,3059,37700,0.9268
V2.06,17,Controller Ranked,Europe,2897,37700,0.8772
V2.06,18,Controller Ranked,Europe,2665,37700,0.8219
V2.06,19,Controller Ranked,Europe,2780,37700,0.8420
V2.06,20,Controller Ranked,Europe,2885,37700,0.8738
V2.06,21,Controller Ranked,Europe,2594,37700,0.7855
V2.06,22,Controller Ranked,Europe,1996,37700,0.6044
V2.06,23,Controller Ranked,Europe,1290,37700,0.3907
V2.06,0,PS4 Ranked,Brazil,2912,36872,0.8818
V2.06,1,PS4 Ranked,Brazil,2721,36872,0.8240
V2.06,2,PS4 Ranked,Brazil,2519,36872,0.7628
V2.06,3,PS4 Ranked,Brazil,2205,36872,0.6677
V2.06,4,PS4 Ranked,Brazil,1694,36872,0.5130
V2.06,5,PS4 Ranked,Brazil,1118,36872,0.3448
V2.06,6,PS4 Ranked,Brazil,613,36872,0.1858
V2.06,7,PS4 Ranked,Brazil,258,36872,0.0782
V2.06,8,PS4 Ranked,Brazil,87,36872,0.0284
V2.06,9,PS4 Ranked,Brazil,19,36872,0.0109
V2.06,10,PS4 Ranked,Brazil,4,36872,0.0134
V2.06,11,PS4 Ranked,Brazil,19,36872,0.0067
V2.06,12,PS4 Ranked,Brazil,154,36872,0.0475
V2.06,13,PS4 Ranked,Brazil,492,36872,0.1517
V2.06,14,PS4 Ranked,Brazil,901,36872,0.2779
V2.06,15,PS4 Ranked,Brazil,1185,36872,0.3590
V2.06,16,PS4 Ranked,Brazil,1443,36872,0.4370
V2.06,17,PS4 Ranked,Brazil,1919,36872,0.5811
V2.06,18,PS4 Ranked,Brazil,2379,36872,0.7204
V2.06,19,PS4 Ranked,Brazil,2652,36872,0.8030
V2.06,20,PS4 Ranked,Brazil,2811,36872,0.8512
V2.06,21,PS4 Ranked,Brazil,2873,36872,0.8700
V2.06,22,PS4 Ranked,Brazil,2926,36872,0.8860
V2.06,23,PS4 Ranked,Brazil,2968,36872,0.8987
V2.04,0,Keyboard/Mouse Ranked,Latin America North,2842,36427,1.7516
V2.04,1,Keyboard/Mouse Ranked,Latin America North,2918,36427,1.7985
V2.04,2,Keyboard/Mouse Ranked,Latin America North,3036,36427,1.8713
V2.04,3,Keyboard/Mouse Ranked,Latin America North,3054,36427,1.8823
V2.04,4,Keyboard/Mouse Ranked,Latin America North,2712,36427,1.6716
V2.04,5,Keyboard/Mouse Ranked,Latin America North,2168,36427,1.3363
V2.04,6,Keyboard/Mouse Ranked,Latin America North,1523,36427,0.9387
V2.04,7,Keyboard/Mouse Ranked,Latin America North,916,36427,0.5646
V2.04,8,Keyboard/Mouse Ranked,Latin America North,444,36427,0.2737
V2.04,9,Keyboard/Mouse Ranked,Latin America North,147,36427,0.0906
V2.04,10,Keyboard/Mouse Ranked,Latin America North,25,36427,0.0174
V2.04,12,Keyboard/Mouse Ranked,Latin America North,2,36427,0.0042
V2.04,13,Keyboard/Mouse Ranked,Latin America North,47,36427,0.0301
V2.04,14,Keyboard/Mouse Ranked,Latin America North,286,36427,0.1830
V2.04,15,Keyboard/Mouse Ranked,Latin America North,717,36427,0.4589
V2.04,16,Keyboard/Mouse Ranked,Latin America North,1113,36427,0.6866
V2.04,17,Keyboard/Mouse Ranked,Latin America North,1442,36427,0.8888
V2.04,18,Keyboard/Mouse Ranked,Latin America North,1642,36427,1.0121
V2.04,19,Keyboard/Mouse Ranked,Latin America North,1679,36427,1.0746
V2.04,20,Keyboard/Mouse Ranked,Latin America North,1946,36427,1.2010
V2.04,21,Keyboard/Mouse Ranked,Latin America North,2322,36427,1.4312
V2.04,22,Keyboard/Mouse Ranked,Latin America North,2633,36427,1.6229
V2.04,23,Keyboard/Mouse Ranked,Latin America North,2810,36427,1.7319
V2.06,0,Keyboard/Mouse Ranked,Southeast Asia,95,35661,0.0304
V2.06,1,Keyboard/Mouse Ranked,Southeast Asia,193,35661,0.0585
V2.06,2,Keyboard/Mouse Ranked,Southeast Asia,410,35661,0.1242
V2.06,3,Keyboard/Mouse Ranked,Southeast Asia,641,35661,0.1941
V2.06,4,Keyboard/Mouse Ranked,Southeast Asia,859,35661,0.2601
V2.06,5,Keyboard/Mouse Ranked,Southeast Asia,1118,35661,0.3385
V2.06,6,Keyboard/Mouse Ranked,Southeast Asia,1562,35661,0.4730
V2.06,7,Keyboard/Mouse Ranked,Southeast Asia,1885,35661,0.5708
V2.06,8,Keyboard/Mouse Ranked,Southeast Asia,2047,35661,0.6199
V2.06,9,Keyboard/Mouse Ranked,Southeast Asia,2139,35661,0.6477
V2.06,10,Keyboard/Mouse Ranked,Southeast Asia,2256,35661,0.6836
V2.06,11,Keyboard/Mouse Ranked,Southeast Asia,2243,35661,0.6918
V2.06,12,Keyboard/Mouse Ranked,Southeast Asia,2375,35661,0.7325
V2.06,13,Keyboard/Mouse Ranked,Southeast Asia,2598,35661,0.8013
V2.06,14,Keyboard/Mouse Ranked,Southeast Asia,2786,35661,0.8592
V2.06,15,Keyboard/Mouse Ranked,Southeast Asia,2713,35661,0.8219
V2.06,16,Keyboard/Mouse Ranked,Southeast Asia,2405,35661,0.7287
V2.06,17,Keyboard/Mouse Ranked,Southeast Asia,2122,35661,0.6426
V2.06,18,Keyboard/Mouse Ranked,Southeast Asia,1783,35661,0.5499
V2.06,19,Keyboard/Mouse Ranked,Southeast Asia,1469,35661,0.4449
V2.06,20,Keyboard/Mouse Ranked,Southeast Asia,998,35661,0.3024
V2.06,21,Keyboard/Mouse Ranked,Southeast Asia,582,35661,0.1763
V2.06,22,Keyboard/Mouse Ranked,Southeast Asia,262,35661,0.0793
V2.06,23,Keyboard/Mouse Ranked,Southeast Asia,120,35661,0.0364
V2.05,0,PS4 Casual,Oceania,819,33842,0.2480
V2.05,1,PS4 Casual,Oceania,919,33842,0.2783
V2.05,2,PS4 Casual,Oceania,964,33842,0.2919
V2.05,3,PS4 Casual,Oceania,1016,33842,0.3077
V2.05,4,PS4 Casual,Oceania,1070,33842,0.3240
V2.05,5,PS4 Casual,Oceania,1237,33842,0.3746
V2.05,6,PS4 Casual,Oceania,1510,33842,0.4572
V2.05,7,PS4 Casual,Oceania,1889,33842,0.5720
V2.05,8,PS4 Casual,Oceania,2176,33842,0.6589
V2.05,9,PS4 Casual,Oceania,2235,33842,0.6768
V2.05,10,PS4 Casual,Oceania,2154,33842,0.6523
V2.05,11,PS4 Casual,Oceania,2102,33842,0.6369
V2.05,12,PS4 Casual,Oceania,2068,33842,0.6378
V2.05,13,PS4 Casual,Oceania,2122,33842,0.6545
V2.05,14,PS4 Casual,Oceania,1866,33842,0.5652
V2.05,15,PS4 Casual,Oceania,1696,33842,0.5136
V2.05,16,PS4 Casual,Oceania,1465,33842,0.4437
V2.05,17,PS4 Casual,Oceania,1290,33842,0.3907
V2.05,18,PS4 Casual,Oceania,1187,33842,0.3594
V2.05,19,PS4 Casual,Oceania,982,33842,0.2974
V2.05,20,PS4 Casual,Oceania,799,33842,0.2420
V2.05,21,PS4 Casual,Oceania,774,33842,0.2344
V2.05,22,PS4 Casual,Oceania,730,33842,0.2211
V2.05,23,PS4 Casual,Oceania,772,33842,0.2338
V2.05,0,PS4 Ranked,Brazil,2557,32773,0.7743
V2.05,1,PS4 Ranked,Brazil,2375,32773,0.7192
V2.05,2,PS4 Ranked,Brazil,2263,32773,0.6853
V2.05,3,PS4 Ranked,Brazil,2024,32773,0.6129
V2.05,4,PS4 Ranked,Brazil,1592,32773,0.4821
V2.05,5,PS4 Ranked,Brazil,1025,32773,0.3104
V2.05,6,PS4 Ranked,Brazil,545,32773,0.1650
V2.05,7,PS4 Ranked,Brazil,212,32773,0.0642
V2.05,8,PS4 Ranked,Brazil,42,32773,0.0137
V2.05,11,PS4 Ranked,Brazil,8,32773,0.0043
V2.05,12,PS4 Ranked,Brazil,123,32773,0.0379
V2.05,13,PS4 Ranked,Brazil,450,32773,0.1388
V2.05,14,PS4 Ranked,Brazil,873,32773,0.2693
V2.05,15,PS4 Ranked,Brazil,1182,32773,0.3581
V2.05,16,PS4 Ranked,Brazil,1455,32773,0.4406
V2.05,17,PS4 Ranked,Brazil,1806,32773,0.5469
V2.05,18,PS4 Ranked,Brazil,2097,32773,0.6350
V2.05,19,PS4 Ranked,Brazil,2278,32773,0.6898
V2.05,20,PS4 Ranked,Brazil,2350,32773,0.7116
V2.05,21,PS4 Ranked,Brazil,2332,32773,0.7062
V2.05,22,PS4 Ranked,Brazil,2533,32773,0.7670
V2.05,23,PS4 Ranked,Brazil,2650,32773,0.8024
V2.06,0,PS4 Casual,Oceania,775,32632,0.2347
V2.06,1,PS4 Casual,Oceania,822,32632,0.2489
V2.06,2,PS4 Casual,Oceania,800,32632,0.2422
V2.06,3,PS4 Casual,Oceania,843,32632,0.2553
V2.06,4,PS4 Casual,Oceania,969,32632,0.2934
V2.06,5,PS4 Casual,Oceania,1100,32632,0.3393
V2.06,6,PS4 Casual,Oceania,1450,32632,0.4391
V2.06,7,PS4 Casual,Oceania,1731,32632,0.5242
V2.06,8,PS4 Casual,Oceania,2167,32632,0.6562
V2.06,9,PS4 Casual,Oceania,2214,32632,0.6704
V2.06,10,PS4 Casual,Oceania,2219,32632,0.6723
V2.06,11,PS4 Casual,Oceania,2204,32632,0.6797
V2.06,12,PS4 Casual,Oceania,2038,32632,0.6285
V2.06,13,PS4 Casual,Oceania,1824,32632,0.5626
V2.06,14,PS4 Casual,Oceania,1625,32632,0.4923
V2.06,15,PS4 Casual,Oceania,1493,32632,0.4521
V2.06,16,PS4 Casual,Oceania,1344,32632,0.4070
V2.06,17,PS4 Casual,Oceania,1166,32632,0.3531
V2.06,18,PS4 Casual,Oceania,1278,32632,0.3870
V2.06,19,PS4 Casual,Oceania,1282,32632,0.3882
V2.06,20,PS4 Casual,Oceania,920,32632,0.2786
V2.06,21,PS4 Casual,Oceania,824,32632,0.2496
V2.06,22,PS4 Casual,Oceania,778,32632,0.2356
V2.06,23,PS4 Casual,Oceania,766,32632,0.2319
V2.07,0,Keyboard/Mouse Ranked,Europe,598,29578,2.4666
V2.07,1,Keyboard/Mouse Ranked,Europe,394,29578,1.6251
V2.07,2,Keyboard/Mouse Ranked,Europe,239,29578,0.9858
V2.07,3,Keyboard/Mouse Ranked,Europe,169,29578,0.6974
V2.07,4,Keyboard/Mouse Ranked,Europe,143,29578,0.5930
V2.07,5,Keyboard/Mouse Ranked,Europe,139,29578,0.7618
V2.07,6,Keyboard/Mouse Ranked,Europe,227,29578,1.2441
V2.07,7,Keyboard/Mouse Ranked,Europe,376,29578,2.0610
V2.07,8,Keyboard/Mouse Ranked,Europe,600,29578,3.2888
V2.07,9,Keyboard/Mouse Ranked,Europe,867,29578,4.7509
V2.07,10,Keyboard/Mouse Ranked,Europe,1092,29578,5.9841
V2.07,11,Keyboard/Mouse Ranked,Europe,1259,29578,6.8992
V2.07,12,Keyboard/Mouse Ranked,Europe,1460,29578,8.0001
V2.07,13,Keyboard/Mouse Ranked,Europe,1682,29578,9.2166
V2.07,14,Keyboard/Mouse Ranked,Europe,1874,29578,10.2692
V2.07,15,Keyboard/Mouse Ranked,Europe,1967,29578,10.7785
V2.07,16,Keyboard/Mouse Ranked,Europe,2325,29578,9.6284
V2.07,17,Keyboard/Mouse Ranked,Europe,2612,29578,10.7721
V2.07,18,Keyboard/Mouse Ranked,Europe,2592,29578,10.6889
V2.07,19,Keyboard/Mouse Ranked,Europe,2554,29578,10.5327
V2.07,20,Keyboard/Mouse Ranked,Europe,2326,29578,9.5923
V2.07,21,Keyboard/Mouse Ranked,Europe,1819,29578,7.5015
V2.07,22,Keyboard/Mouse Ranked,Europe,1336,29578,5.5105
V2.07,23,Keyboard/Mouse Ranked,Europe,928,29578,3.8273
V2.05,0,Controller Ranked,Europe,500,28735,0.1514
V2.05,1,Controller Ranked,Europe,213,28735,0.0645
V2.05,2,Controller Ranked,Europe,56,28735,0.0179
V2.05,3,Controller Ranked,Europe,6,28735,0.0024
V2.05,6,Controller Ranked,Europe,20,28735,0.0074
V2.05,7,Controller Ranked,Europe,181,28735,0.0558
V2.05,8,Controller Ranked,Europe,513,28735,0.1554
V2.05,9,Controller Ranked,Europe,909,28735,0.2753
V2.05,10,Controller Ranked,Europe,1129,28735,0.3419
V2.05,11,Controller Ranked,Europe,1283,28735,0.3888
V2.05,12,Controller Ranked,Europe,1599,28735,0.4931
V2.05,13,Controller Ranked,Europe,1892,28735,0.5835
V2.05,14,Controller Ranked,Europe,2090,28735,0.6446
V2.05,15,Controller Ranked,Europe,2350,28735,0.7118
V2.05,16,Controller Ranked,Europe,2470,28735,0.7479
V2.05,17,Controller Ranked,Europe,2381,28735,0.7210
V2.05,18,Controller Ranked,Europe,2160,28735,0.6541
V2.05,19,Controller Ranked,Europe,2192,28735,0.6637
V2.05,20,Controller Ranked,Europe,2288,28735,0.6928
V2.05,21,Controller Ranked,Europe,2003,28735,0.6065
V2.05,22,Controller Ranked,Europe,1543,28735,0.4672
V2.05,23,Controller Ranked,Europe,956,28735,0.2895
V2.07,0,Crossplatform Casual,Latin America North,2056,26838,8.4786
V2.07,1,Crossplatform Casual,Latin America North,2119,26838,8.7392
V2.07,2,Crossplatform Casual,Latin America North,2255,26838,9.2993
V2.07,3,Crossplatform Casual,Latin America North,2135,26838,8.8047
V2.07,4,Crossplatform Casual,Latin America North,1733,26838,7.1836
V2.07,5,Crossplatform Casual,Latin America North,1184,26838,6.4877
V2.07,6,Crossplatform Casual,Latin America North,768,26838,4.2093
V2.07,7,Crossplatform Casual,Latin America North,427,26838,2.3405
V2.07,8,Crossplatform Casual,Latin America North,235,26838,1.2877
V2.07,9,Crossplatform Casual,Latin America North,134,26838,0.7347
V2.07,10,Crossplatform Casual,Latin America North,94,26838,0.5157
V2.07,11,Crossplatform Casual,Latin America North,82,26838,0.4497
V2.07,12,Crossplatform Casual,Latin America North,117,26838,0.6420
V2.07,13,Crossplatform Casual,Latin America North,225,26838,1.2336
V2.07,14,Crossplatform Casual,Latin America North,408,26838,2.2367
V2.07,15,Crossplatform Casual,Latin America North,723,26838,2.9839
V2.07,16,Crossplatform Casual,Latin America North,1037,26838,4.2764
V2.07,17,Crossplatform Casual,Latin America North,1188,26838,4.8993
V2.07,18,Crossplatform Casual,Latin America North,1295,26838,5.3409
V2.07,19,Crossplatform Casual,Latin America North,1426,26838,5.8808
V2.07,20,Crossplatform Casual,Latin America North,1574,26838,6.4908
V2.07,21,Crossplatform Casual,Latin America North,1748,26838,7.2084
V2.07,22,Crossplatform Casual,Latin America North,1855,26838,7.6496
V2.07,23,Crossplatform Casual,Latin America North,2020,26838,8.3301
V2.07,0,Crossplatform Casual,Southeast Asia,268,24955,1.1052
V2.07,1,Crossplatform Casual,Southeast Asia,372,24955,1.5343
V2.07,2,Crossplatform Casual,Southeast Asia,576,24955,2.3754
V2.07,3,Crossplatform Casual,Southeast Asia,676,24955,2.7878
V2.07,4,Crossplatform Casual,Southeast Asia,750,24955,3.1090
V2.07,5,Crossplatform Casual,Southeast Asia,787,24955,4.3127
V2.07,6,Crossplatform Casual,Southeast Asia,1044,24955,5.7213
V2.07,7,Crossplatform Casual,Southeast Asia,1177,24955,6.4504
V2.07,8,Crossplatform Casual,Southeast Asia,1282,24955,7.0249
V2.07,9,Crossplatform Casual,Southeast Asia,1293,24955,7.0851
V2.07,10,Crossplatform Casual,Southeast Asia,1359,24955,7.4471
V2.07,11,Crossplatform Casual,Southeast Asia,1334,24955,7.3101
V2.07,12,Crossplatform Casual,Southeast Asia,1532,24955,8.3955
V2.07,13,Crossplatform Casual,Southeast Asia,1774,24955,9.7211
V2.07,14,Crossplatform Casual,Southeast Asia,1929,24955,10.5701
V2.07,15,Crossplatform Casual,Southeast Asia,2106,24955,8.6900
V2.07,16,Crossplatform Casual,Southeast Asia,2000,24955,8.2475
V2.07,17,Crossplatform Casual,Southeast Asia,1566,24955,6.4585
V2.07,18,Crossplatform Casual,Southeast Asia,1142,24955,4.7095
V2.07,19,Crossplatform Casual,Southeast Asia,770,24955,3.1764
V2.07,20,Crossplatform Casual,Southeast Asia,472,24955,1.9468
V2.07,21,Crossplatform Casual,Southeast Asia,315,24955,1.2993
V2.07,22,Crossplatform Casual,Southeast Asia,232,24955,0.9575
V2.07,23,Crossplatform Casual,Southeast Asia,199,24955,0.8213
V2.03,0,Keyboard/Mouse Ranked,Southeast Asia,77,22210,0.0475
V2.03,1,Keyboard/Mouse Ranked,Southeast Asia,110,22210,0.0678
V2.03,2,Keyboard/Mouse Ranked,Southeast Asia,263,22210,0.1621
V2.03,3,Keyboard/Mouse Ranked,Southeast Asia,424,22210,0.2614
V2.03,4,Keyboard/Mouse Ranked,Southeast Asia,609,22210,0.3754
V2.03,5,Keyboard/Mouse Ranked,Southeast Asia,772,22210,0.4759
V2.03,6,Keyboard/Mouse Ranked,Southeast Asia,999,22210,0.6158
V2.03,7,Keyboard/Mouse Ranked,Southeast Asia,1224,22210,0.7544
V2.03,8,Keyboard/Mouse Ranked,Southeast Asia,1299,22210,0.8006
V2.03,9,Keyboard/Mouse Ranked,Southeast Asia,1415,22210,0.8722
V2.03,10,Keyboard/Mouse Ranked,Southeast Asia,1506,22210,0.9283
V2.03,11,Keyboard/Mouse Ranked,Southeast Asia,1547,22210,0.9535
V2.03,12,Keyboard/Mouse Ranked,Southeast Asia,1580,22210,1.0113
V2.03,13,Keyboard/Mouse Ranked,Southeast Asia,1692,22210,1.0829
V2.03,14,Keyboard/Mouse Ranked,Southeast Asia,1624,22210,1.0394
V2.03,15,Keyboard/Mouse Ranked,Southeast Asia,1509,22210,0.9670
V2.03,16,Keyboard/Mouse Ranked,Southeast Asia,1346,22210,0.8307
V2.03,17,Keyboard/Mouse Ranked,Southeast Asia,1172,22210,0.7224
V2.03,18,Keyboard/Mouse Ranked,Southeast Asia,937,22210,0.5776
V2.03,19,Keyboard/Mouse Ranked,Southeast Asia,797,22210,0.4912
V2.03,20,Keyboard/Mouse Ranked,Southeast Asia,609,22210,0.3754
V2.03,21,Keyboard/Mouse Ranked,Southeast Asia,400,22210,0.2466
V2.03,22,Keyboard/Mouse Ranked,Southeast Asia,190,22210,0.1172
V2.03,23,Keyboard/Mouse Ranked,Southeast Asia,109,22210,0.0698
V2.03,0,Crossplatform Casual,Oceania,613,21270,0.3779
V2.03,1,Crossplatform Casual,Oceania,755,21270,0.4654
V2.03,2,Crossplatform Casual,Oceania,843,21270,0.5196
V2.03,3,Crossplatform Casual,Oceania,951,21270,0.5862
V2.03,4,Crossplatform Casual,Oceania,1065,21270,0.6565
V2.03,5,Crossplatform Casual,Oceania,1135,21270,0.6996
V2.03,6,Crossplatform Casual,Oceania,1263,21270,0.7785
V2.03,7,Crossplatform Casual,Oceania,1396,21270,0.8605
V2.03,8,Crossplatform Casual,Oceania,1395,21270,0.8598
V2.03,9,Crossplatform Casual,Oceania,1473,21270,0.9079
V2.03,10,Crossplatform Casual,Oceania,1600,21270,0.9862
V2.03,11,Crossplatform Casual,Oceania,1533,21270,0.9449
V2.03,12,Crossplatform Casual,Oceania,1346,21270,0.8615
V2.03,13,Crossplatform Casual,Oceania,1125,21270,0.7201
V2.03,14,Crossplatform Casual,Oceania,909,21270,0.5818
V2.03,15,Crossplatform Casual,Oceania,698,21270,0.4468
V2.03,16,Crossplatform Casual,Oceania,586,21270,0.3613
V2.03,17,Crossplatform Casual,Oceania,447,21270,0.2756
V2.03,18,Crossplatform Casual,Oceania,368,21270,0.2269
V2.03,19,Crossplatform Casual,Oceania,297,21270,0.1831
V2.03,20,Crossplatform Casual,Oceania,289,21270,0.1782
V2.03,21,Crossplatform Casual,Oceania,323,21270,0.1991
V2.03,22,Crossplatform Casual,Oceania,392,21270,0.2417
V2.03,23,Crossplatform Casual,Oceania,468,21270,0.2885
V2.04,0,Crossplatform Casual,Oceania,492,19904,0.3033
V2.04,1,Crossplatform Casual,Oceania,572,19904,0.3526
V2.04,2,Crossplatform Casual,Oceania,641,19904,0.3951
V2.04,3,Crossplatform Casual,Oceania,725,19904,0.4469
V2.04,4,Crossplatform Casual,Oceania,826,19904,0.5091
V2.04,5,Crossplatform Casual,Oceania,912,19904,0.5621
V2.04,6,Crossplatform Casual,Oceania,1163,19904,0.7168
V2.04,7,Crossplatform Casual,Oceania,1355,19904,0.8352
V2.04,8,Crossplatform Casual,Oceania,1418,19904,0.8740
V2.04,9,Crossplatform Casual,Oceania,1434,19904,0.8838
V2.04,10,Crossplatform Casual,Oceania,1545,19904,0.9523
V2.04,11,Crossplatform Casual,Oceania,1577,19904,0.9732
V2.04,12,Crossplatform Casual,Oceania,1394,19904,0.8592
V2.04,13,Crossplatform Casual,Oceania,1135,19904,0.7264
V2.04,14,Crossplatform Casual,Oceania,912,19904,0.5837
V2.04,15,Crossplatform Casual,Oceania,760,19904,0.4864
V2.04,16,Crossplatform Casual,Oceania,632,19904,0.3897
V2.04,17,Crossplatform Casual,Oceania,524,19904,0.3231
V2.04,18,Crossplatform Casual,Oceania,392,19904,0.2416
V2.04,19,Crossplatform Casual,Oceania,303,19904,0.1868
V2.04,20,Crossplatform Casual,Oceania,249,19904,0.1535
V2.04,21,Crossplatform Casual,Oceania,277,19904,0.1708
V2.04,22,Crossplatform Casual,Oceania,310,19904,0.1911
V2.04,23,Crossplatform Casual,Oceania,356,19904,0.2194
V2.04,0,Keyboard/Mouse Ranked,Southeast Asia,68,19457,0.0454
V2.04,1,Keyboard/Mouse Ranked,Southeast Asia,108,19457,0.0666
V2.04,2,Keyboard/Mouse Ranked,Southeast Asia,207,19457,0.1276
V2.04,3,Keyboard/Mouse Ranked,Southeast Asia,382,19457,0.2355
V2.04,4,Keyboard/Mouse Ranked,Southeast Asia,543,19457,0.3347
V2.04,5,Keyboard/Mouse Ranked,Southeast Asia,701,19457,0.4321
V2.04,6,Keyboard/Mouse Ranked,Southeast Asia,917,19457,0.5652
V2.04,7,Keyboard/Mouse Ranked,Southeast Asia,1104,19457,0.6805
V2.04,8,Keyboard/Mouse Ranked,Southeast Asia,1202,19457,0.7409
V2.04,9,Keyboard/Mouse Ranked,Southeast Asia,1229,19457,0.7575
V2.04,10,Keyboard/Mouse Ranked,Southeast Asia,1313,19457,0.8093
V2.04,11,Keyboard/Mouse Ranked,Southeast Asia,1230,19457,0.7592
V2.04,12,Keyboard/Mouse Ranked,Southeast Asia,1220,19457,0.7520
V2.04,13,Keyboard/Mouse Ranked,Southeast Asia,1332,19457,0.8526
V2.04,14,Keyboard/Mouse Ranked,Southeast Asia,1452,19457,0.9293
V2.04,15,Keyboard/Mouse Ranked,Southeast Asia,1384,19457,0.8858
V2.04,16,Keyboard/Mouse Ranked,Southeast Asia,1230,19457,0.7587
V2.04,17,Keyboard/Mouse Ranked,Southeast Asia,1043,19457,0.6429
V2.04,18,Keyboard/Mouse Ranked,Southeast Asia,961,19457,0.5923
V2.04,19,Keyboard/Mouse Ranked,Southeast Asia,743,19457,0.4756
V2.04,20,Keyboard/Mouse Ranked,Southeast Asia,550,19457,0.3520
V2.04,21,Keyboard/Mouse Ranked,Southeast Asia,304,19457,0.1874
V2.04,22,Keyboard/Mouse Ranked,Southeast Asia,152,19457,0.0937
V2.04,23,Keyboard/Mouse Ranked,Southeast Asia,82,19457,0.0525
V2.07,0,Controller Ranked,North America,1171,16678,4.8293
