patch,hour,division,region,count,total,avg_matches_per_minute
V2.05,22,PS4 Ranked,Europe,8094,148782,2.4509
V2.05,23,PS4 Ranked,Europe,6043,148782,1.8298
V2.07,0,Crossplatform Casual,North America,10082,145836,41.5755
V2.07,1,Crossplatform Casual,North America,10532,145836,43.4313
V2.07,2,Crossplatform Casual,North America,10549,145836,43.5015
V2.07,3,Crossplatform Casual,North America,9128,145836,37.6418
V2.07,4,Crossplatform Casual,North America,7085,145836,29.3681
V2.07,5,Crossplatform Casual,North America,5365,145836,29.3974
V2.07,6,Crossplatform Casual,North America,4137,145836,22.6690
V2.07,7,Crossplatform Casual,North America,3225,145836,17.6726
V2.07,8,Crossplatform Casual,North America,2678,145836,14.6741
V2.07,9,Crossplatform Casual,North America,2268,145836,12.4276
V2.07,10,Crossplatform Casual,North America,2042,145836,11.1892
V2.07,11,Crossplatform Casual,North America,2254,145836,12.3520
V2.07,12,Crossplatform Casual,North America,2702,145836,14.8063
V2.07,13,Crossplatform Casual,North America,3320,145836,18.1928
V2.07,14,Crossplatform Casual,North America,4093,145836,22.4280
V2.07,15,Crossplatform Casual,North America,5236,145836,21.6033
V2.07,16,Crossplatform Casual,North America,6092,145836,25.1217
V2.07,17,Crossplatform Casual,North America,6497,145836,26.7923
V2.07,18,Crossplatform Casual,North America,6796,145836,28.0248
V2.07,19,Crossplatform Casual,North America,7097,145836,29.2661
V2.07,20,Crossplatform Casual,North America,7599,145836,31.3369
V2.07,21,Crossplatform Casual,North America,8440,145836,34.8049
V2.07,22,Crossplatform Casual,North America,8938,145836,36.8578
V2.07,23,Crossplatform Casual,North America,9681,145836,39.9218
V2.05,0,PS4 Casual,Southeast Asia,1014,140309,0.4119
V2.05,1,PS4 Casual,Southeast Asia,1446,140309,0.5874
V2.05,2,PS4 Casual,Southeast Asia,2027,140309,0.8232
V2.05,3,PS4 Casual,Southeast Asia,2437,140309,0.9898
V2.05,4,PS4 Casual,Southeast Asia,2792,140309,1.1340
V2.05,5,PS4 Casual,Southeast Asia,3909,140309,1.5875
V2.05,6,PS4 Casual,Southeast Asia,4942,140309,2.0070
V2.05,7,PS4 Casual,Southeast Asia,5773,140309,2.2908
V2.05,8,PS4 Casual,Southeast Asia,6756,140309,2.6793
V2.05,9,PS4 Casual,Southeast Asia,6894,140309,2.7332
V2.05,10,PS4 Casual,Southeast Asia,6502,140309,2.5777
V2.05,11,PS4 Casual,Southeast Asia,7347,140309,2.9150
V2.05,12,PS4 Casual,Southeast Asia,11368,140309,4.6171
V2.05,13,PS4 Casual,Southeast Asia,15197,140309,6.1718
V2.05,14,PS4 Casual,Southeast Asia,16506,140309,6.7032
V2.05,15,PS4 Casual,Southeast Asia,14318,140309,5.8145
V2.05,16,PS4 Casual,Southeast Asia,10852,140309,4.4070
V2.05,17,PS4 Casual,Southeast Asia,7677,140309,3.1177
V2.05,18,PS4 Casual,Southeast Asia,4900,140309,1.9899
V2.05,19,PS4 Casual,Southeast Asia,2987,140309,1.2131
V2.05,20,PS4 Casual,Southeast Asia,1747,140309,0.7096
V2.05,21,PS4 Casual,Southeast Asia,1175,140309,0.4772
V2.05,22,PS4 Casual,Southeast Asia,890,140309,0.3615
V2.05,23,PS4 Casual,Southeast Asia,853,140309,0.3465
V2.04,0,PS4 Casual,Europe,2940,136565,1.8120
V2.04,1,PS4 Casual,Europe,1995,136565,1.2296
V2.04,2,PS4 Casual,Europe,1390,136565,0.8568
V2.04,3,PS4 Casual,Europe,1086,136565,0.6694
V2.04,4,PS4 Casual,Europe,956,136565,0.5892
V2.04,5,PS4 Casual,Europe,1058,136565,0.6521
V2.04,6,PS4 Casual,Europe,1499,136565,0.9239
V2.04,7,PS4 Casual,Europe,2172,136565,1.3387
V2.04,8,PS4 Casual,Europe,3509,136565,2.1628
V2.04,9,PS4 Casual,Europe,5169,136565,3.1859
V2.04,10,PS4 Casual,Europe,6012,136565,3.7054
V2.04,11,PS4 Casual,Europe,6272,136565,3.8702
V2.04,12,PS4 Casual,Europe,7021,136565,4.3273
V2.04,13,PS4 Casual,Europe,7934,136565,5.0778
V2.04,14,PS4 Casual,Europe,8937,136565,5.7197
V2.04,15,PS4 Casual,Europe,9799,136565,6.2714
V2.04,16,PS4 Casual,Europe,10669,136565,6.5758
V2.04,17,PS4 Casual,Europe,10915,136565,6.7273
V2.04,18,PS4 Casual,Europe,10643,136565,6.5597
V2.04,19,PS4 Casual,Europe,9838,136565,6.0636
V2.04,20,PS4 Casual,Europe,8963,136565,5.5242
V2.04,21,PS4 Casual,Europe,7458,136565,4.5967
V2.04,22,PS4 Casual,Europe,5990,136565,3.6918
V2.04,23,PS4 Casual,Europe,4340,136565,2.6749
V2.03,0,PS4 Casual,North America,8884,135485,5.4755
V2.03,1,PS4 Casual,North America,8918,135485,5.4965
V2.03,2,PS4 Casual,North America,8510,135485,5.2451
V2.03,3,PS4 Casual,North America,8068,135485,4.9726
V2.03,4,PS4 Casual,North America,6783,135485,4.1807
V2.03,5,PS4 Casual,North America,5804,135485,3.5773
V2.03,6,PS4 Casual,North America,4473,135485,2.7569
V2.03,7,PS4 Casual,North America,3272,135485,2.0167
V2.03,8,PS4 Casual,North America,2559,135485,1.5772
V2.03,9,PS4 Casual,North America,2283,135485,1.4071
V2.03,10,PS4 Casual,North America,2148,135485,1.3239
V2.03,11,PS4 Casual,North America,2177,135485,1.2944
V2.03,12,PS4 Casual,North America,2515,135485,1.5501
V2.03,13,PS4 Casual,North America,3106,135485,1.9144
V2.03,14,PS4 Casual,North America,3971,135485,2.4476
V2.03,15,PS4 Casual,North America,4818,135485,2.9696
V2.03,16,PS4 Casual,North America,5580,135485,3.4392
V2.03,17,PS4 Casual,North America,5924,135485,3.6512
V2.03,18,PS4 Casual,North America,6539,135485,4.0302
V2.03,19,PS4 Casual,North America,6689,135485,4.1227
V2.03,20,PS4 Casual,North America,7330,135485,4.5177
V2.03,21,PS4 Casual,North America,8015,135485,4.9399
V2.03,22,PS4 Casual,North America,8346,135485,5.1440
V2.03,23,PS4 Casual,North America,8773,135485,5.4071
V2.03,0,PS4 Casual,Europe,2971,135082,1.8312
V2.03,1,PS4 Casual,Europe,1858,135082,1.1452
V2.03,2,PS4 Casual,Europe,1254,135082,0.7729
V2.03,3,PS4 Casual,Europe,930,135082,0.5732
V2.03,4,PS4 Casual,Europe,759,135082,0.4679
V2.03,5,PS4 Casual,Europe,913,135082,0.5628
V2.03,6,PS4 Casual,Europe,1375,135082,0.8475
V2.03,7,PS4 Casual,Europe,2315,135082,1.4268
V2.03,8,PS4 Casual,Europe,3452,135082,2.1276
V2.03,9,PS4 Casual,Europe,5455,135082,3.3622
V2.03,10,PS4 Casual,Europe,6651,135082,4.0993
V2.03,11,PS4 Casual,Europe,7089,135082,4.2150
V2.03,12,PS4 Casual,Europe,7546,135082,4.6510
V2.03,13,PS4 Casual,Europe,8235,135082,5.0755
V2.03,14,PS4 Casual,Europe,8914,135082,5.4940
V2.03,15,PS4 Casual,Europe,9454,135082,5.8268
V2.03,16,PS4 Casual,Europe,9965,135082,6.1418
V2.03,17,PS4 Casual,Europe,9942,135082,6.1276
V2.03,18,PS4 Casual,Europe,9901,135082,6.1025
V2.03,19,PS4 Casual,Europe,9397,135082,5.7917
V2.03,20,PS4 Casual,Europe,8643,135082,5.3271
V2.03,21,PS4 Casual,Europe,7700,135082,4.7458
V2.03,22,PS4 Casual,Europe,5997,135082,3.6962
V2.03,23,PS4 Casual,Europe,4366,135082,2.6909
V2.04,0,Crossplatform Casual,Latin America North,9261,123334,5.7079
V2.04,1,Crossplatform Casual,Latin America North,9726,123334,5.9945
V2.04,2,Crossplatform Casual,Latin America North,10015,123334,6.1726
V2.04,3,Crossplatform Casual,Latin America North,9839,123334,6.0641
V2.04,4,Crossplatform Casual,Latin America North,8713,123334,5.3701
V2.04,5,Crossplatform Casual,Latin America North,6645,123334,4.0956
V2.04,6,Crossplatform Casual,Latin America North,4340,123334,2.6749
V2.04,7,Crossplatform Casual,Latin America North,2570,123334,1.5841
V2.04,8,Crossplatform Casual,Latin America North,1487,123334,0.9165
V2.04,9,Crossplatform Casual,Latin America North,824,123334,0.5079
V2.04,10,Crossplatform Casual,Latin America North,528,123334,0.3255
V2.04,11,Crossplatform Casual,Latin America North,449,123334,0.2771
V2.04,12,Crossplatform Casual,Latin America North,680,123334,0.4191
V2.04,13,Crossplatform Casual,Latin America North,1186,123334,0.7591
V2.04,14,Crossplatform Casual,Latin America North,2054,123334,1.3146
V2.04,15,Crossplatform Casual,Latin America North,3074,123334,1.9674
V2.04,16,Crossplatform Casual,Latin America North,4222,123334,2.6024
V2.04,17,Crossplatform Casual,Latin America North,5023,123334,3.0959
V2.04,18,Crossplatform Casual,Latin America North,5362,123334,3.3048
V2.04,19,Crossplatform Casual,Latin America North,5997,123334,3.6962
V2.04,20,Crossplatform Casual,Latin America North,6607,123334,4.0721
V2.04,21,Crossplatform Casual,Latin America North,7484,123334,4.6128
V2.04,22,Crossplatform Casual,Latin America North,8384,123334,5.1675
V2.04,23,Crossplatform Casual,Latin America North,8864,123334,5.4632
V2.03,0,Crossplatform Casual,Latin America North,9131,122549,5.6278
V2.03,1,Crossplatform Casual,Latin America North,9548,122549,5.8848
V2.03,2,Crossplatform Casual,Latin America North,9932,122549,6.1215
V2.03,3,Crossplatform Casual,Latin America North,9680,122549,5.9662
V2.03,4,Crossplatform Casual,Latin America North,8408,122549,5.1822
V2.03,5,Crossplatform Casual,Latin America North,6388,122549,3.9372
V2.03,6,Crossplatform Casual,Latin America North,4393,122549,2.7076
V2.03,7,Crossplatform Casual,Latin America North,2575,122549,1.5871
V2.03,8,Crossplatform Casual,Latin America North,1461,122549,0.9005
V2.03,9,Crossplatform Casual,Latin America North,850,122549,0.5239
V2.03,10,Crossplatform Casual,Latin America North,548,122549,0.3378
V2.03,11,Crossplatform Casual,Latin America North,449,122549,0.2767
V2.03,12,Crossplatform Casual,Latin America North,653,122549,0.4179
V2.03,13,Crossplatform Casual,Latin America North,1144,122549,0.7322
V2.03,14,Crossplatform Casual,Latin America North,1992,122549,1.2749
V2.03,15,Crossplatform Casual,Latin America North,3099,122549,1.9128
V2.03,16,Crossplatform Casual,Latin America North,4100,122549,2.5270
V2.03,17,Crossplatform Casual,Latin America North,4905,122549,3.0232
V2.03,18,Crossplatform Casual,Latin America North,5463,122549,3.3671
V2.03,19,Crossplatform Casual,Latin America North,6209,122549,3.8269
V2.03,20,Crossplatform Casual,Latin America North,7035,122549,4.3359
V2.03,21,Crossplatform Casual,Latin America North,7634,122549,4.7052
V2.03,22,Crossplatform Casual,Latin America North,8340,122549,5.1402
V2.03,23,Crossplatform Casual,Latin America North,8612,122549,5.3079
V2.06,0,PS4 Ranked,North America,7469,121987,2.2616
V2.06,1,PS4 Ranked,North America,7616,121987,2.3062
V2.06,2,PS4 Ranked,North America,7825,121987,2.3694
V2.06,3,PS4 Ranked,North America,7807,121987,2.3640
V2.06,4,PS4 Ranked,North America,7166,121987,2.1699
V2.06,5,PS4 Ranked,North America,6205,121987,1.8789
V2.06,6,PS4 Ranked,North America,5159,121987,1.5631
V2.06,7,PS4 Ranked,North America,3978,121987,1.2046
V2.06,8,PS4 Ranked,North America,2825,121987,0.8554
V2.06,9,PS4 Ranked,North America,2063,121987,0.6248
V2.06,10,PS4 Ranked,North America,1650,121987,0.4999
V2.06,11,PS4 Ranked,North America,1571,121987,0.4845
V2.06,12,PS4 Ranked,North America,1864,121987,0.5749
V2.06,13,PS4 Ranked,North America,2615,121987,0.8065
V2.06,14,PS4 Ranked,North America,3374,121987,1.0406
V2.06,15,PS4 Ranked,North America,3987,121987,1.2077
V2.06,16,PS4 Ranked,North America,4541,121987,1.3751
V2.06,17,PS4 Ranked,North America,5082,121987,1.5389
V2.06,18,PS4 Ranked,North America,5638,121987,1.7072
V2.06,19,PS4 Ranked,North America,6057,121987,1.8341
V2.06,20,PS4 Ranked,North America,6446,121987,1.9519
V2.06,21,PS4 Ranked,North America,6709,121987,2.0315
V2.06,22,PS4 Ranked,North America,7001,121987,2.1199
V2.06,23,PS4 Ranked,North America,7339,121987,2.2223
V2.05,0,Keyboard/Mouse Ranked,Brazil,9179,113565,2.7794
V2.05,1,Keyboard/Mouse Ranked,Brazil,8947,113565,2.7092
V2.05,2,Keyboard/Mouse Ranked,Brazil,8471,113565,2.5650
V2.05,3,Keyboard/Mouse Ranked,Brazil,7430,113565,2.2498
V2.05,4,Keyboard/Mouse Ranked,Brazil,5910,113565,1.7896
V2.05,5,Keyboard/Mouse Ranked,Brazil,4174,113565,1.2639
V2.05,6,Keyboard/Mouse Ranked,Brazil,2456,113565,0.7437
V2.05,7,Keyboard/Mouse Ranked,Brazil,1231,113565,0.3728
V2.05,8,Keyboard/Mouse Ranked,Brazil,654,113565,0.1982
V2.05,9,Keyboard/Mouse Ranked,Brazil,330,113565,0.0999
V2.05,10,Keyboard/Mouse Ranked,Brazil,233,113565,0.0706
V2.05,11,Keyboard/Mouse Ranked,Brazil,424,113565,0.1308
V2.05,12,Keyboard/Mouse Ranked,Brazil,945,113565,0.2915
V2.05,13,Keyboard/Mouse Ranked,Brazil,1811,113565,0.5585
V2.05,14,Keyboard/Mouse Ranked,Brazil,2988,113565,0.9215
V2.05,15,Keyboard/Mouse Ranked,Brazil,3652,113565,1.1061
V2.05,16,Keyboard/Mouse Ranked,Brazil,4231,113565,1.2812
V2.05,17,Keyboard/Mouse Ranked,Brazil,5446,113565,1.6491
V2.05,18,Keyboard/Mouse Ranked,Brazil,6384,113565,1.9331
V2.05,19,Keyboard/Mouse Ranked,Brazil,6905,113565,2.0909
V2.05,20,Keyboard/Mouse Ranked,Brazil,7301,113565,2.2108
V2.05,21,Keyboard/Mouse Ranked,Brazil,7453,113565,2.2568
V2.05,22,Keyboard/Mouse Ranked,Brazil,8164,113565,2.4721
V2.05,23,Keyboard/Mouse Ranked,Brazil,8846,113565,2.6786
V2.05,0,PS4 Ranked,North America,6899,112527,2.0891
V2.05,1,PS4 Ranked,North America,6909,112527,2.0921
V2.05,2,PS4 Ranked,North America,7044,112527,2.1330
V2.05,3,PS4 Ranked,North America,7121,112527,2.1563
V2.05,4,PS4 Ranked,North America,6716,112527,2.0336
V2.05,5,PS4 Ranked,North America,5825,112527,1.7638
V2.05,6,PS4 Ranked,North America,4621,112527,1.3993
V2.05,7,PS4 Ranked,North America,3520,112527,1.0659
V2.05,8,PS4 Ranked,North America,2652,112527,0.8031
V2.05,9,PS4 Ranked,North America,1996,112527,0.6044
V2.05,10,PS4 Ranked,North America,1635,112527,0.4951
V2.05,11,PS4 Ranked,North America,1486,112527,0.4502
V2.05,12,PS4 Ranked,North America,1792,112527,0.5527
V2.05,13,PS4 Ranked,North America,2385,112527,0.7355
V2.05,14,PS4 Ranked,North America,3127,112527,0.9644
V2.05,15,PS4 Ranked,North America,3688,112527,1.1171
V2.05,16,PS4 Ranked,North America,4237,112527,1.2830
V2.05,17,PS4 Ranked,North America,4868,112527,1.4741
V2.05,18,PS4 Ranked,North America,5266,112527,1.5946
V2.05,19,PS4 Ranked,North America,5577,112527,1.6887
V2.05,20,PS4 Ranked,North America,5770,112527,1.7472
V2.05,21,PS4 Ranked,North America,6044,112527,1.8301
V2.05,22,PS4 Ranked,North America,6513,112527,1.9722
V2.05,23,PS4 Ranked,North America,6836,112527,2.0700
V2.05,0,Keyboard/Mouse Ranked,North America,7027,110448,2.1278
V2.05,1,Keyboard/Mouse Ranked,North America,7403,110448,2.2416
V2.05,2,Keyboard/Mouse Ranked,North America,7695,110448,2.3301
V2.05,3,Keyboard/Mouse Ranked,North America,7808,110448,2.3643
V2.05,4,Keyboard/Mouse Ranked,North America,7493,110448,2.2689
V2.05,5,Keyboard/Mouse Ranked,North America,6343,110448,1.9207
V2.05,6,Keyboard/Mouse Ranked,North America,5112,110448,1.5479
V2.05,7,Keyboard/Mouse Ranked,North America,3699,110448,1.1201
V2.05,8,Keyboard/Mouse Ranked,North America,2788,110448,0.8443
V2.05,9,Keyboard/Mouse Ranked,North America,2089,110448,0.6326
V2.05,10,Keyboard/Mouse Ranked,North America,1543,110448,0.4673
V2.05,11,Keyboard/Mouse Ranked,North America,1368,110448,0.4145
V2.05,12,Keyboard/Mouse Ranked,North America,1426,110448,0.4398
V2.05,13,Keyboard/Mouse Ranked,North America,1678,110448,0.5175
V2.05,14,Keyboard/Mouse Ranked,North America,2221,110448,0.6850
V2.05,15,Keyboard/Mouse Ranked,North America,2955,110448,0.8950
V2.05,16,Keyboard/Mouse Ranked,North America,3545,110448,1.0735
V2.05,17,Keyboard/Mouse Ranked,North America,4106,110448,1.2433
V2.05,18,Keyboard/Mouse Ranked,North America,4583,110448,1.3878
V2.05,19,Keyboard/Mouse Ranked,North America,4908,110448,1.4862
V2.05,20,Keyboard/Mouse Ranked,North America,5622,110448,1.7024
V2.05,21,Keyboard/Mouse Ranked,North America,6055,110448,1.8335
V2.05,22,Keyboard/Mouse Ranked,North America,6384,110448,1.9331
V2.05,23,Keyboard/Mouse Ranked,North America,6597,110448,1.9976
V2.06,0,Controller Ranked,North America,7488,110192,2.2674
V2.06,1,Controller Ranked,North America,7934,110192,2.4025
V2.06,2,Controller Ranked,North America,8018,110192,2.4279
V2.06,3,Controller Ranked,North America,7606,110192,2.3031
V2.06,4,Controller Ranked,North America,6831,110192,2.0685
V2.06,5,Controller Ranked,North America,5758,110192,1.7436
V2.06,6,Controller Ranked,North America,4560,110192,1.3808
V2.06,7,Controller Ranked,North America,3257,110192,0.9863
V2.06,8,Controller Ranked,North America,2253,110192,0.6823
V2.06,9,Controller Ranked,North America,1579,110192,0.4782
V2.06,10,Controller Ranked,North America,1155,110192,0.3500
V2.06,11,Controller Ranked,North America,1006,110192,0.3103
V2.06,12,Controller Ranked,North America,1148,110192,0.3541
V2.06,13,Controller Ranked,North America,1625,110192,0.5012
V2.06,14,Controller Ranked,North America,2271,110192,0.7004
V2.06,15,Controller Ranked,North America,3047,110192,0.9230
V2.06,16,Controller Ranked,North America,3774,110192,1.1428
V2.06,17,Controller Ranked,North America,4393,110192,1.3303
V2.06,18,Controller Ranked,North America,4941,110192,1.5238
V2.06,19,Controller Ranked,North America,5448,110192,1.6500
V2.06,20,Controller Ranked,North America,5823,110192,1.7636
V2.06,21,Controller Ranked,North America,6320,110192,1.9137
V2.06,22,Controller Ranked,North America,6741,110192,2.0412
V2.06,23,Controller Ranked,North America,7216,110192,2.1851
V2.06,0,Keyboard/Mouse Ranked,Brazil,8507,106096,2.5759
V2.06,1,Keyboard/Mouse Ranked,Brazil,8501,106096,2.5741
V2.06,2,Keyboard/Mouse Ranked,Brazil,7967,106096,2.4124
V2.06,3,Keyboard/Mouse Ranked,Brazil,6747,106096,2.0430
V2.06,4,Keyboard/Mouse Ranked,Brazil,5132,106096,1.5540
V2.06,5,Keyboard/Mouse Ranked,Brazil,3558,106096,1.0775
V2.06,6,Keyboard/Mouse Ranked,Brazil,2155,106096,0.6526
V2.06,7,Keyboard/Mouse Ranked,Brazil,1169,106096,0.3540
V2.06,8,Keyboard/Mouse Ranked,Brazil,581,106096,0.1760
V2.06,9,Keyboard/Mouse Ranked,Brazil,283,106096,0.0857
V2.06,10,Keyboard/Mouse Ranked,Brazil,205,106096,0.0644
V2.06,11,Keyboard/Mouse Ranked,Brazil,349,106096,0.1076
V2.06,12,Keyboard/Mouse Ranked,Brazil,878,106096,0.2708
V2.06,13,Keyboard/Mouse Ranked,Brazil,1764,106096,0.5440
V2.06,14,Keyboard/Mouse Ranked,Brazil,2800,106096,0.8635
V2.06,15,Keyboard/Mouse Ranked,Brazil,3390,106096,1.0268
V2.06,16,Keyboard/Mouse Ranked,Brazil,3938,106096,1.1932
V2.06,17,Keyboard/Mouse Ranked,Brazil,5158,106096,1.5619
V2.06,18,Keyboard/Mouse Ranked,Brazil,6245,106096,1.9260
V2.06,19,Keyboard/Mouse Ranked,Brazil,6873,106096,2.0815
V2.06,20,Keyboard/Mouse Ranked,Brazil,7047,106096,2.1345
V2.06,21,Keyboard/Mouse Ranked,Brazil,7112,106096,2.1535
V2.06,22,Keyboard/Mouse Ranked,Brazil,7565,106096,2.2907
V2.06,23,Keyboard/Mouse Ranked,Brazil,8172,106096,2.4745
V2.06,0,Keyboard/Mouse Ranked,North America,6571,105995,1.9897
V2.06,1,Keyboard/Mouse Ranked,North America,7109,105995,2.1527
V2.06,2,Keyboard/Mouse Ranked,North America,7499,105995,2.2707
V2.06,3,Keyboard/Mouse Ranked,North America,7428,105995,2.2492
V2.06,4,Keyboard/Mouse Ranked,North America,6880,105995,2.0833
V2.06,5,Keyboard/Mouse Ranked,North America,5858,105995,1.7738
V2.06,6,Keyboard/Mouse Ranked,North America,4775,105995,1.4459
V2.06,7,Keyboard/Mouse Ranked,North America,3519,105995,1.0656
V2.06,8,Keyboard/Mouse Ranked,North America,2483,105995,0.7519
V2.06,9,Keyboard/Mouse Ranked,North America,1871,105995,0.5666
V2.06,10,Keyboard/Mouse Ranked,North America,1478,105995,0.4478
V2.06,11,Keyboard/Mouse Ranked,North America,1303,105995,0.4019
V2.06,12,Keyboard/Mouse Ranked,North America,1402,105995,0.4324
V2.06,13,Keyboard/Mouse Ranked,North America,1658,105995,0.5114
V2.06,14,Keyboard/Mouse Ranked,North America,2149,105995,0.6628
V2.06,15,Keyboard/Mouse Ranked,North America,2832,105995,0.8578
V2.06,16,Keyboard/Mouse Ranked,North America,3446,105995,1.0441
V2.06,17,Keyboard/Mouse Ranked,North America,4146,105995,1.2554
V2.06,18,Keyboard/Mouse Ranked,North America,4601,105995,1.4190
V2.06,19,Keyboard/Mouse Ranked,North America,5083,105995,1.5395
V2.06,20,Keyboard/Mouse Ranked,North America,5450,105995,1.6507
V2.06,21,Keyboard/Mouse Ranked,North America,5884,105995,1.7817
V2.06,22,Keyboard/Mouse Ranked,North America,6148,105995,1.8616
V2.06,23,Keyboard/Mouse Ranked,North America,6422,105995,1.9446
V2.05,0,Controller Ranked,North America,7068,104287,2.1402
V2.05,1,Controller Ranked,North America,7355,104287,2.2271
V2.05,2,Controller Ranked,North America,7471,104287,2.2622
V2.05,3,Controller Ranked,North America,7329,104287,2.2192
V2.05,4,Controller Ranked,North America,6743,104287,2.0418
V2.05,5,Controller Ranked,North America,5509,104287,1.6681
V2.05,6,Controller Ranked,North America,4254,104287,1.2881
V2.05,7,Controller Ranked,North America,3016,104287,0.9133
V2.05,8,Controller Ranked,North America,2284,104287,0.6917
V2.05,9,Controller Ranked,North America,1615,104287,0.4891
V2.05,10,Controller Ranked,North America,1176,104287,0.3562
V2.05,11,Controller Ranked,North America,1081,104287,0.3276
V2.05,12,Controller Ranked,North America,1238,104287,0.3818
V2.05,13,Controller Ranked,North America,1588,104287,0.4898
V2.05,14,Controller Ranked,North America,2186,104287,0.6742
V2.05,15,Controller Ranked,North America,2850,104287,0.8633
V2.05,16,Controller Ranked,North America,3446,104287,1.0435
V2.05,17,Controller Ranked,North America,4138,104287,1.2530
V2.05,18,Controller Ranked,North America,4649,104287,1.4077
V2.05,19,Controller Ranked,North America,4950,104287,1.4989
V2.05,20,Controller Ranked,North America,5570,104287,1.6866
V2.05,21,Controller Ranked,North America,5789,104287,1.7529
V2.05,22,Controller Ranked,North America,6289,104287,1.9043
V2.05,23,Controller Ranked,North America,6693,104287,2.0267
V2.04,0,Crossplatform Casual,Southeast Asia,1081,100748,0.6663
V2.04,1,Crossplatform Casual,Southeast Asia,1431,100748,0.8820
V2.04,2,Crossplatform Casual,Southeast Asia,1918,100748,1.1821
V2.04,3,Crossplatform Casual,Southeast Asia,2586,100748,1.5940
V2.04,4,Crossplatform Casual,Southeast Asia,3235,100748,1.9938
V2.04,5,Crossplatform Casual,Southeast Asia,3939,100748,2.4278
V2.04,6,Crossplatform Casual,Southeast Asia,4905,100748,3.0232
V2.04,7,Crossplatform Casual,Southeast Asia,5662,100748,3.4897
V2.04,8,Crossplatform Casual,Southeast Asia,6059,100748,3.7344
V2.04,9,Crossplatform Casual,Southeast Asia,6309,100748,3.8885
V2.04,10,Crossplatform Casual,Southeast Asia,6421,100748,3.9575
V2.04,11,Crossplatform Casual,Southeast Asia,5695,100748,3.5143
V2.04,12,Crossplatform Casual,Southeast Asia,5966,100748,3.6771
V2.04,13,Crossplatform Casual,Southeast Asia,6783,100748,4.3412
V2.04,14,Crossplatform Casual,Southeast Asia,7430,100748,4.7553
V2.04,15,Crossplatform Casual,Southeast Asia,7227,100748,4.6253
V2.04,16,Crossplatform Casual,Southeast Asia,6429,100748,3.9628
V2.04,17,Crossplatform Casual,Southeast Asia,5233,100748,3.2253
V2.04,18,Crossplatform Casual,Southeast Asia,4090,100748,2.5208
V2.04,19,Crossplatform Casual,Southeast Asia,3064,100748,1.8885
V2.04,20,Crossplatform Casual,Southeast Asia,2053,100748,1.2654
V2.04,21,Crossplatform Casual,Southeast Asia,1286,100748,0.7926
V2.04,22,Crossplatform Casual,Southeast Asia,1000,100748,0.6164
V2.04,23,Crossplatform Casual,Southeast Asia,946,100748,0.5831
V2.06,0,PS4 Casual,Southeast Asia,930,100251,0.2816
V2.06,1,PS4 Casual,Southeast Asia,1319,100251,0.3994
V2.06,2,PS4 Casual,Southeast Asia,1729,100251,0.5236
V2.06,3,PS4 Casual,Southeast Asia,1960,100251,0.5935
V2.06,4,PS4 Casual,Southeast Asia,2253,100251,0.6823
V2.06,5,PS4 Casual,Southeast Asia,2910,100251,0.8812
V2.06,6,PS4 Casual,Southeast Asia,3652,100251,1.1059
V2.06,7,PS4 Casual,Southeast Asia,4246,100251,1.2857
V2.06,8,PS4 Casual,Southeast Asia,4695,100251,1.4217
V2.06,9,PS4 Casual,Southeast Asia,4566,100251,1.3826
V2.06,10,PS4 Casual,Southeast Asia,4160,100251,1.2604
V2.06,11,PS4 Casual,Southeast Asia,4633,100251,1.4289
V2.06,12,PS4 Casual,Southeast Asia,7184,100251,2.2156
V2.06,13,PS4 Casual,Southeast Asia,10281,100251,3.1707
V2.06,14,PS4 Casual,Southeast Asia,11570,100251,3.5046
V2.06,15,PS4 Casual,Southeast Asia,10175,100251,3.0810
V2.06,16,PS4 Casual,Southeast Asia,7817,100251,2.3670
V2.06,17,PS4 Casual,Southeast Asia,5572,100251,1.6873
V2.06,18,PS4 Casual,Southeast Asia,3818,100251,1.1562
V2.06,19,PS4 Casual,Southeast Asia,2656,100251,0.8043
V2.06,20,PS4 Casual,Southeast Asia,1471,100251,0.4454
V2.06,21,PS4 Casual,Southeast Asia,1068,100251,0.3234
V2.06,22,PS4 Casual,Southeast Asia,778,100251,0.2356
V2.06,23,PS4 Casual,Southeast Asia,808,100251,0.2493
V2.03,0,Crossplatform Casual,Southeast Asia,911,89527,0.5616
V2.03,1,Crossplatform Casual,Southeast Asia,1314,89527,0.8100
V2.03,2,Crossplatform Casual,Southeast Asia,1767,89527,1.0891
V2.03,3,Crossplatform Casual,Southeast Asia,2411,89527,1.4861
V2.03,4,Crossplatform Casual,Southeast Asia,2947,89527,1.8164
V2.03,5,Crossplatform Casual,Southeast Asia,3463,89527,2.1344
V2.03,6,Crossplatform Casual,Southeast Asia,4203,89527,2.5905
V2.03,7,Crossplatform Casual,Southeast Asia,4783,89527,2.9480
V2.03,8,Crossplatform Casual,Southeast Asia,5124,89527,3.1582
V2.03,9,Crossplatform Casual,Southeast Asia,5619,89527,3.4632
V2.03,10,Crossplatform Casual,Southeast Asia,5698,89527,3.5120
V2.03,11,Crossplatform Casual,Southeast Asia,5473,89527,3.3732
V2.03,12,Crossplatform Casual,Southeast Asia,5390,89527,3.4496
V2.03,13,Crossplatform Casual,Southeast Asia,6114,89527,3.9130
V2.03,14,Crossplatform Casual,Southeast Asia,6486,89527,4.1511
