Champion,Advantage|% Advantage,Percentile,Count|Number of Players,Smoothed Count|Number of Players,Normalized Count|Normalized Number of Players,Smoothed Normalized Count|Normalized Number of Players,countatadvantage
Furia,-0.025,0.41004,1862,1843.259, 5.8588e-02, 5.7999e-02,98864
Furia,0.000,0.46855,1922,1900.627, 6.0476e-02, 5.9804e-02,97205
Furia,0.025,0.52608,1926,1909.304, 6.0602e-02, 6.0077e-02,94342
Furia,0.050,0.58191,1889,1872.120, 5.9438e-02, 5.8907e-02,89831
Furia,0.075,0.63508,1825,1797.177, 5.7424e-02, 5.6549e-02,84775
Furia,0.100,0.68525,1641,1650.259, 5.1635e-02, 5.1926e-02,78203
Furia,0.125,0.73153,1509,1524.247, 4.7481e-02, 4.7961e-02,71645
Furia,0.150,0.77393,1452,1433.544, 4.5688e-02, 4.5107e-02,64521
Furia,0.175,0.81212,1307,1297.627, 4.1125e-02, 4.0830e-02,57137
Furia,0.200,0.84593,1126,1140.481, 3.5430e-02, 3.5886e-02,50898
Furia,0.225,0.87605,1019,1018.728, 3.2063e-02, 3.2055e-02,43913
Furia,0.250,0.90204,900,893.684, 2.8319e-02, 2.8120e-02,37846
Furia,0.275,0.92444,751,754.835, 2.3630e-02, 2.3751e-02,32110
Furia,0.300,0.94344,623,627.266, 1.9603e-02, 1.9737e-02,26446
Furia,0.325,0.95909,503,507.962, 1.5827e-02, 1.5983e-02,20875
Furia,0.350,0.97145,402,402.703, 1.2649e-02, 1.2671e-02,15903
Furia,0.375,0.98086,293,298.614, 9.2193e-03, 9.3960e-03,11884
Furia,0.400,0.98789,206,211.076, 6.4819e-03, 6.6416e-03,8085
Furia,0.425,0.99268,124,134.291, 3.9017e-03, 4.2255e-03,5329
Furia,0.450,0.99583,82,86.006, 2.5802e-03, 2.7062e-03,3259
Furia,0.475,0.99776,35,44.778, 1.1013e-03, 1.4090e-03,1891
Furia,0.500,0.99888,32,31.203, 1.0069e-03, 9.8180e-04,938
Furia,0.525,0.99943,12,14.165, 3.7758e-04, 4.4569e-04,528
Furia,0.550,0.99975,3,6.949, 9.4396e-05, 2.1866e-04,243
Zhin,-0.475,0.00020,2,4.095, 4.2021e-05, 8.6037e-05,271
Zhin,-0.450,0.00036,9,8.456, 1.8910e-04, 1.7766e-04,580
Zhin,-0.425,0.00070,10,13.519, 2.1011e-04, 2.8404e-04,1141
Zhin,-0.400,0.00137,18,26.184, 3.7819e-04, 5.5013e-04,2264
Zhin,-0.375,0.00271,64,63.741, 1.3447e-03, 1.3392e-03,4127
Zhin,-0.350,0.00516,75,94.810, 1.5758e-03, 1.9920e-03,7011
Zhin,-0.325,0.00931,184,183.019, 3.8660e-03, 3.8453e-03,11155
Zhin,-0.300,0.01591,250,265.247, 5.2527e-03, 5.5730e-03,16516
Zhin,-0.275,0.02568,366,389.335, 7.6899e-03, 8.1802e-03,23856
Zhin,-0.250,0.03980,559,570.627, 1.1745e-02, 1.1989e-02,32221
Zhin,-0.225,0.05887,773,781.234, 1.6241e-02, 1.6414e-02,41799
Zhin,-0.200,0.08361,1004,1016.367, 2.1095e-02, 2.1354e-02,52324
Zhin,-0.175,0.11457,1263,1279.481, 2.6536e-02, 2.6883e-02,62664
Zhin,-0.150,0.15166,1593,1583.842, 3.3470e-02, 3.3277e-02,73334
Zhin,-0.125,0.19506,1884,1866.880, 3.9584e-02, 3.9224e-02,82203
Zhin,-0.100,0.24371,2103,2102.677, 4.4185e-02, 4.4179e-02,88659
Zhin,-0.075,0.29618,2378,2341.715, 4.9963e-02, 4.9201e-02,94456
Zhin,-0.050,0.35208,2515,2489.703, 5.2842e-02, 5.2310e-02,97945
Zhin,-0.025,0.41004,2556,2569.797, 5.3703e-02, 5.3993e-02,98864
Zhin,0.000,0.46855,2718,2687.120, 5.7107e-02, 5.6458e-02,97205
Zhin,0.025,0.52608,2741,2716.532, 5.7590e-02, 5.7076e-02,94342
Zhin,0.050,0.58191,2713,2693.551, 5.7002e-02, 5.6593e-02,89831
Zhin,0.075,0.63508,2623,2614.316, 5.5111e-02, 5.4928e-02,84775
Zhin,0.100,0.68525,2545,2519.411, 5.3472e-02, 5.2934e-02,78203
Zhin,0.125,0.73153,2341,2350.171, 4.9186e-02, 4.9379e-02,71645
Zhin,0.150,0.77393,2228,2214.949, 4.6812e-02, 4.6537e-02,64521
Zhin,0.175,0.81212,2018,2027.646, 4.2399e-02, 4.2602e-02,57137
Zhin,0.200,0.84593,1926,1886.500, 4.0466e-02, 3.9637e-02,50898
Zhin,0.225,0.87605,1591,1624.158, 3.3428e-02, 3.4125e-02,43913
Zhin,0.250,0.90204,1487,1468.019, 3.1243e-02, 3.0844e-02,37846
Zhin,0.275,0.92444,1226,1241.209, 2.5759e-02, 2.6079e-02,32110
Zhin,0.300,0.94344,1077,1068.038, 2.2628e-02, 2.2440e-02,26446
Zhin,0.325,0.95909,865,865.133, 1.8174e-02, 1.8177e-02,20875
Zhin,0.350,0.97145,657,666.734, 1.3804e-02, 1.4008e-02,15903
Zhin,0.375,0.98086,487,493.487, 1.0232e-02, 1.0368e-02,11884
Zhin,0.400,0.98789,320,334.861, 6.7234e-03, 7.0356e-03,8085
Zhin,0.425,0.99268,202,215.468, 4.2441e-03, 4.5271e-03,5329
Zhin,0.450,0.99583,118,128.968, 2.4793e-03, 2.7097e-03,3259
Zhin,0.475,0.99776,63,71.203, 1.3237e-03, 1.4960e-03,1891
Zhin,0.500,0.99888,27,34.190, 5.6729e-04, 7.1835e-04,938
Zhin,0.525,0.99943,14,16.468, 2.9415e-04, 3.4601e-04,528
Zhin,0.550,0.99975,2,6.139, 4.2021e-05, 1.2899e-04,243
Talus,-0.475,0.00020,5,5.000, 2.6544e-04, 2.6544e-04,271
Talus,-0.450,0.00036,2,3.880, 1.0617e-04, 2.0596e-04,580
Talus,-0.425,0.00070,8,9.538, 4.2470e-04, 5.0634e-04,1141
Talus,-0.400,0.00137,15,18.728, 7.9631e-04, 9.9421e-04,2264
Talus,-0.375,0.00271,33,37.981, 1.7519e-03, 2.0163e-03,4127
Talus,-0.350,0.00516,63,69.000, 3.3445e-03, 3.6630e-03,7011
Talus,-0.325,0.00931,114,116.361, 6.0519e-03, 6.1772e-03,11155
Talus,-0.300,0.01591,163,170.424, 8.6532e-03, 9.0473e-03,16516
Talus,-0.275,0.02568,230,242.348, 1.2210e-02, 1.2866e-02,23856
Talus,-0.250,0.03980,346,347.785, 1.8368e-02, 1.8463e-02,32221
Talus,-0.225,0.05887,442,452.405, 2.3464e-02, 2.4017e-02,41799
Talus,-0.200,0.08361,600,589.424, 3.1852e-02, 3.1291e-02,52324
Talus,-0.175,0.11457,692,692.975, 3.6736e-02, 3.6788e-02,62664
Talus,-0.150,0.15166,821,805.380, 4.3584e-02, 4.2755e-02,73334
Talus,-0.125,0.19506,883,877.133, 4.6876e-02, 4.6564e-02,82203
Talus,-0.100,0.24371,924,934.962, 4.9052e-02, 4.9634e-02,88659
Talus,-0.075,0.29618,1016,1014.215, 5.3936e-02, 5.3842e-02,94456
Talus,-0.050,0.35208,1123,1089.285, 5.9617e-02, 5.7827e-02,97945
Talus,-0.025,0.41004,1100,1084.019, 5.8396e-02, 5.7547e-02,98864
Talus,0.000,0.46855,1021,1037.234, 5.4202e-02, 5.5064e-02,97205
Talus,0.025,0.52608,1044,1032.842, 5.5423e-02, 5.4830e-02,94342
Talus,0.050,0.58191,991,988.266, 5.2609e-02, 5.2464e-02,89831
Talus,0.075,0.63508,975,950.956, 5.1760e-02, 5.0483e-02,84775
Talus,0.100,0.68525,826,843.443, 4.3850e-02, 4.4776e-02,78203
Talus,0.125,0.73153,790,787.918, 4.1939e-02, 4.1828e-02,71645
Talus,0.150,0.77393,718,719.956, 3.8116e-02, 3.8220e-02,64521
Talus,0.175,0.81212,648,655.861, 3.4400e-02, 3.4818e-02,57137
Talus,0.200,0.84593,636,616.120, 3.3763e-02, 3.2708e-02,50898
Talus,0.225,0.87605,522,525.278, 2.7711e-02, 2.7885e-02,43913
Talus,0.250,0.90204,424,442.076, 2.2509e-02, 2.3468e-02,37846
Talus,0.275,0.92444,421,405.987, 2.2350e-02, 2.1553e-02,32110
Talus,0.300,0.94344,324,326.943, 1.7200e-02, 1.7356e-02,26446
Talus,0.325,0.95909,260,263.500, 1.3803e-02, 1.3988e-02,20875
Talus,0.350,0.97145,194,202.652, 1.0299e-02, 1.0758e-02,15903
Talus,0.375,0.98086,171,166.741, 9.0779e-03, 8.8518e-03,11884
Talus,0.400,0.98789,113,117.456, 5.9988e-03, 6.2354e-03,8085
Talus,0.425,0.99268,82,83.165, 4.3531e-03, 4.4150e-03,5329
Talus,0.450,0.99583,45,49.538, 2.3889e-03, 2.6298e-03,3259
Talus,0.475,0.99776,26,28.911, 1.3803e-03, 1.5348e-03,1891
Talus,0.500,0.99888,10,14.095, 5.3087e-04, 7.4826e-04,938
Talus,0.525,0.99943,12,10.892, 6.3704e-04, 5.7825e-04,528
Talus,0.550,0.99975,4,6.329, 2.1235e-04, 3.3599e-04,243
Skye,-0.475,0.00020,18,21.627, 4.3432e-04, 5.2183e-04,271
Skye,-0.450,0.00036,17,19.722, 4.1019e-04, 4.7586e-04,580
Skye,-0.425,0.00070,30,38.487, 7.2387e-04, 9.2867e-04,1141
Skye,-0.400,0.00137,65,77.570, 1.5684e-03, 1.8717e-03,2264
Skye,-0.375,0.00271,147,150.196, 3.5470e-03, 3.6241e-03,4127
Skye,-0.350,0.00516,219,231.930, 5.2842e-03, 5.5963e-03,7011
Skye,-0.325,0.00931,323,346.696, 7.7936e-03, 8.3655e-03,11155
Skye,-0.300,0.01591,510,521.747, 1.2306e-02, 1.2589e-02,16516
Skye,-0.275,0.02568,715,728.348, 1.7252e-02, 1.7574e-02,23856
Skye,-0.250,0.03980,937,965.291, 2.2609e-02, 2.3292e-02,32221
Skye,-0.225,0.05887,1281,1273.734, 3.0909e-02, 3.0734e-02,41799
Skye,-0.200,0.08361,1588,1567.025, 3.8317e-02, 3.7811e-02,52324
Skye,-0.175,0.11457,1789,1804.342, 4.3167e-02, 4.3537e-02,62664
Skye,-0.150,0.15166,2108,2088.500, 5.0864e-02, 5.0394e-02,73334
Skye,-0.125,0.19506,2315,2307.165, 5.5859e-02, 5.5670e-02,82203
Skye,-0.100,0.24371,2561,2518.975, 6.1794e-02, 6.0781e-02,88659
Skye,-0.075,0.29618,2630,2613.019, 6.3459e-02, 6.3050e-02,94456
Skye,-0.050,0.35208,2712,2673.924, 6.5438e-02, 6.4520e-02,97945
Skye,-0.025,0.41004,2649,2625.063, 6.3918e-02, 6.3341e-02,98864
Skye,0.000,0.46855,2577,2534.405, 6.2180e-02, 6.1153e-02,97205
Skye,0.025,0.52608,2281,2313.918, 5.5038e-02, 5.5833e-02,94342
Skye,0.050,0.58191,2231,2193.741, 5.3832e-02, 5.2933e-02,89831
Skye,0.075,0.63508,1962,1958.639, 4.7341e-02, 4.7260e-02,84775
Skye,0.100,0.68525,1739,1733.361, 4.1960e-02, 4.1825e-02,78203
Skye,0.125,0.73153,1474,1488.006, 3.5566e-02, 3.5904e-02,71645
Skye,0.150,0.77393,1248,1273.228, 3.0113e-02, 3.0722e-02,64521
Skye,0.175,0.81212,1138,1125.918, 2.7459e-02, 2.7167e-02,57137
Skye,0.200,0.84593,934,943.500, 2.2536e-02, 2.2766e-02,50898
Skye,0.225,0.87605,784,793.323, 1.8917e-02, 1.9142e-02,43913
Skye,0.250,0.90204,652,659.304, 1.5732e-02, 1.5908e-02,37846
Skye,0.275,0.92444,559,548.943, 1.3488e-02, 1.3246e-02,32110
Skye,0.300,0.94344,401,411.956, 9.6757e-03, 9.9401e-03,26446
Skye,0.325,0.95909,292,303.962, 7.0457e-03, 7.3343e-03,20875
Skye,0.350,0.97145,231,227.399, 5.5738e-03, 5.4869e-03,15903
Skye,0.375,0.98086,121,137.785, 2.9196e-03, 3.3246e-03,11884
Skye,0.400,0.98789,94,96.475, 2.2681e-03, 2.3279e-03,8085
Skye,0.425,0.99268,50,56.297, 1.2064e-03, 1.3584e-03,5329
Skye,0.450,0.99583,33,35.367, 7.9626e-04, 8.5338e-04,3259
Skye,0.475,0.99776,19,19.994, 4.5845e-04, 4.8243e-04,1891
Skye,0.500,0.99888,4,7.367, 9.6516e-05, 1.7776e-04,938
Skye,0.525,0.99943,3,3.804, 7.2387e-05, 9.1782e-05,528
Skye,0.550,0.99975,3,3.601, 7.2387e-05, 8.6895e-05,243
Moji,-0.475,0.00020,1,1.690, 9.8107e-05, 1.6579e-04,271
Moji,-0.450,0.00036,2,2.392, 1.9621e-04, 2.3471e-04,580
Moji,-0.425,0.00070,5,5.335, 4.9053e-04, 5.2344e-04,1141
Moji,-0.400,0.00137,8,9.646, 7.8485e-04, 9.4629e-04,2264
Moji,-0.375,0.00271,13,16.715, 1.2754e-03, 1.6399e-03,4127
Moji,-0.350,0.00516,39,35.582, 3.8262e-03, 3.4909e-03,7011
Moji,-0.325,0.00931,36,43.690, 3.5318e-03, 4.2863e-03,11155
Moji,-0.300,0.01591,71,73.633, 6.9656e-03, 7.2239e-03,16516
Moji,-0.275,0.02568,105,107.348, 1.0301e-02, 1.0532e-02,23856
Moji,-0.250,0.03980,151,150.203, 1.4814e-02, 1.4736e-02,32221
Moji,-0.225,0.05887,181,190.139, 1.7757e-02, 1.8654e-02,41799
Moji,-0.200,0.08361,246,251.323, 2.4134e-02, 2.4656e-02,52324
Moji,-0.175,0.11457,340,327.272, 3.3356e-02, 3.2108e-02,62664
Moji,-0.150,0.15166,371,372.139, 3.6398e-02, 3.6509e-02,73334
Moji,-0.125,0.19506,408,419.146, 4.0027e-02, 4.1121e-02,82203
Moji,-0.100,0.24371,506,494.652, 4.9642e-02, 4.8529e-02,88659
Moji,-0.075,0.29618,541,535.551, 5.3076e-02, 5.2541e-02,94456
Moji,-0.050,0.35208,591,574.519, 5.7981e-02, 5.6364e-02,97945
Moji,-0.025,0.41004,539,559.101, 5.2879e-02, 5.4852e-02,98864
Moji,0.000,0.46855,630,605.310, 6.1807e-02, 5.9385e-02,97205
Moji,0.025,0.52608,578,578.525, 5.6706e-02, 5.6757e-02,94342
Moji,0.050,0.58191,560,561.006, 5.4940e-02, 5.5038e-02,89831
Moji,0.075,0.63508,550,542.576, 5.3959e-02, 5.3230e-02,84775
Moji,0.100,0.68525,504,504.677, 4.9446e-02, 4.9512e-02,78203
Moji,0.125,0.73153,468,466.924, 4.5914e-02, 4.5808e-02,71645
Moji,0.150,0.77393,449,432.215, 4.4050e-02, 4.2403e-02,64521
Moji,0.175,0.81212,329,349.323, 3.2277e-02, 3.4271e-02,57137
Moji,0.200,0.84593,322,324.291, 3.1590e-02, 3.1815e-02,50898
Moji,0.225,0.87605,292,295.335, 2.8647e-02, 2.8974e-02,43913
Moji,0.250,0.90204,289,280.342, 2.8353e-02, 2.7503e-02,37846
Moji,0.275,0.92444,246,243.544, 2.4134e-02, 2.3893e-02,32110
Moji,0.300,0.94344,194,200.778, 1.9033e-02, 1.9698e-02,26446
Moji,0.325,0.95909,177,174.538, 1.7365e-02, 1.7123e-02,20875
Moji,0.350,0.97145,146,142.747, 1.4324e-02, 1.4004e-02,15903
Moji,0.375,0.98086,91,101.171, 8.9277e-03, 9.9255e-03,11884
Moji,0.400,0.98789,92,87.722, 9.0258e-03, 8.6061e-03,8085
Moji,0.425,0.99268,60,60.386, 5.8864e-03, 5.9243e-03,5329
Moji,0.450,0.99583,35,37.247, 3.4337e-03, 3.6542e-03,3259
Moji,0.475,0.99776,15,18.551, 1.4716e-03, 1.8199e-03,1891
Moji,0.500,0.99888,7,8.886, 6.8675e-04, 8.7178e-04,938
Moji,0.525,0.99943,2,3.513, 1.9621e-04, 3.4461e-04,528
Moji,0.550,0.99975,3,3.310, 2.9432e-04, 3.2475e-04,243
Maeve,-0.475,0.00020,21,26.684, 5.1549e-04, 6.5501e-04,271
Maeve,-0.450,0.00036,25,30.025, 6.1368e-04, 7.3704e-04,580
Maeve,-0.425,0.00070,56,58.601, 1.3746e-03, 1.4385e-03,1141
Maeve,-0.400,0.00137,91,96.399, 2.2338e-03, 2.3663e-03,2264
Maeve,-0.375,0.00271,127,149.076, 3.1175e-03, 3.6594e-03,4127
Maeve,-0.350,0.00516,229,253.146, 5.6213e-03, 6.2140e-03,7011
Maeve,-0.325,0.00931,428,421.911, 1.0506e-02, 1.0357e-02,11155
Maeve,-0.300,0.01591,557,572.563, 1.3673e-02, 1.4055e-02,16516
Maeve,-0.275,0.02568,757,770.127, 1.8582e-02, 1.8905e-02,23856
Maeve,-0.250,0.03980,979,989.810, 2.4032e-02, 2.4297e-02,32221
Maeve,-0.225,0.05887,1274,1248.411, 3.1273e-02, 3.0645e-02,41799
Maeve,-0.200,0.08361,1415,1438.551, 3.4734e-02, 3.5313e-02,52324
Maeve,-0.175,0.11457,1666,1685.449, 4.0895e-02, 4.1373e-02,62664
Maeve,-0.150,0.15166,2028,1978.095, 4.9782e-02, 4.8557e-02,73334
Maeve,-0.125,0.19506,2178,2144.215, 5.3464e-02, 5.2635e-02,82203
Maeve,-0.100,0.24371,2246,2236.943, 5.5133e-02, 5.4911e-02,88659
Maeve,-0.075,0.29618,2297,2296.462, 5.6385e-02, 5.6372e-02,94456
Maeve,-0.050,0.35208,2387,2352.677, 5.8594e-02, 5.7752e-02,97945
Maeve,-0.025,0.41004,2351,2323.070, 5.7710e-02, 5.7025e-02,98864
Maeve,0.000,0.46855,2221,2222.316, 5.4519e-02, 5.4552e-02,97205
Maeve,0.025,0.52608,2149,2129.924, 5.2752e-02, 5.2284e-02,94342
Maeve,0.050,0.58191,1971,1976.854, 4.8382e-02, 4.8526e-02,89831
Maeve,0.075,0.63508,1865,1846.880, 4.5780e-02, 4.5336e-02,84775
Maeve,0.100,0.68525,1673,1667.892, 4.1067e-02, 4.0942e-02,78203
Maeve,0.125,0.73153,1460,1475.728, 3.5839e-02, 3.6225e-02,71645
Maeve,0.150,0.77393,1334,1327.614, 3.2746e-02, 3.2589e-02,64521
Maeve,0.175,0.81212,1138,1155.494, 2.7935e-02, 2.8364e-02,57137
Maeve,0.200,0.84593,1030,1034.614, 2.5284e-02, 2.5397e-02,50898
Maeve,0.225,0.87605,914,919.165, 2.2436e-02, 2.2563e-02,43913
Maeve,0.250,0.90204,823,820.899, 2.0202e-02, 2.0151e-02,37846
Maeve,0.275,0.92444,713,713.949, 1.7502e-02, 1.7526e-02,32110
Maeve,0.300,0.94344,626,614.937, 1.5366e-02, 1.5095e-02,26446
Maeve,0.325,0.95909,476,485.127, 1.1684e-02, 1.1909e-02,20875
Maeve,0.350,0.97145,374,381.013, 9.1806e-03, 9.3528e-03,15903
Maeve,0.375,0.98086,290,292.209, 7.1187e-03, 7.1729e-03,11884
Maeve,0.400,0.98789,203,210.430, 4.9831e-03, 5.1655e-03,8085
Maeve,0.425,0.99268,135,145.949, 3.3139e-03, 3.5827e-03,5329
Maeve,0.450,0.99583,115,111.019, 2.8229e-03, 2.7252e-03,3259
Maeve,0.475,0.99776,60,64.949, 1.4728e-03, 1.5943e-03,1891
Maeve,0.500,0.99888,26,33.487, 6.3822e-04, 8.2202e-04,938
Maeve,0.525,0.99943,19,19.987, 4.6640e-04, 4.9064e-04,528
Maeve,0.550,0.99975,11,15.044, 2.7002e-04, 3.6930e-04,243
Lex,-0.475,0.00020,10,13.228, 2.4377e-04, 3.2246e-04,271
Lex,-0.450,0.00036,13,16.108, 3.1690e-04, 3.9266e-04,580
Lex,-0.425,0.00070,28,33.190, 6.8256e-04, 8.0908e-04,1141
Lex,-0.400,0.00137,57,64.272, 1.3895e-03, 1.5668e-03,2264
Lex,-0.375,0.00271,103,114.835, 2.5108e-03, 2.7994e-03,4127
Lex,-0.350,0.00516,177,193.956, 4.3148e-03, 4.7281e-03,7011
Lex,-0.325,0.00931,310,317.886, 7.5569e-03, 7.7492e-03,11155
Lex,-0.300,0.01591,447,461.576, 1.0897e-02, 1.1252e-02,16516
Lex,-0.275,0.02568,625,642.778, 1.5236e-02, 1.5669e-02,23856
Lex,-0.250,0.03980,865,873.000, 2.1086e-02, 2.1281e-02,32221
Lex,-0.225,0.05887,1090,1115.076, 2.6571e-02, 2.7182e-02,41799
Lex,-0.200,0.08361,1442,1424.677, 3.5152e-02, 3.4730e-02,52324
Lex,-0.175,0.11457,1712,1688.968, 4.1734e-02, 4.1172e-02,62664
Lex,-0.150,0.15166,1899,1897.304, 4.6292e-02, 4.6251e-02,73334
Lex,-0.125,0.19506,2122,2102.500, 5.1728e-02, 5.1253e-02,82203
Lex,-0.100,0.24371,2276,2255.633, 5.5482e-02, 5.4986e-02,88659
Lex,-0.075,0.29618,2360,2353.241, 5.7530e-02, 5.7365e-02,94456
Lex,-0.050,0.35208,2477,2441.044, 6.0382e-02, 5.9506e-02,97945
Lex,-0.025,0.41004,2430,2427.253, 5.9237e-02, 5.9170e-02,98864
Lex,0.000,0.46855,2437,2412.728, 5.9407e-02, 5.8815e-02,97205
Lex,0.025,0.52608,2359,2329.918, 5.7506e-02, 5.6797e-02,94342
Lex,0.050,0.58191,2198,2181.475, 5.3581e-02, 5.3178e-02,89831
Lex,0.075,0.63508,1971,1985.057, 4.8047e-02, 4.8390e-02,84775
Lex,0.100,0.68525,1842,1831.854, 4.4903e-02, 4.4655e-02,78203
Lex,0.125,0.73153,1611,1635.019, 3.9272e-02, 3.9857e-02,71645
Lex,0.150,0.77393,1542,1512.519, 3.7590e-02, 3.6871e-02,64521
Lex,0.175,0.81212,1314,1310.627, 3.2032e-02, 3.1949e-02,57137
Lex,0.200,0.84593,1075,1104.494, 2.6205e-02, 2.6924e-02,50898
Lex,0.225,0.87605,971,968.962, 2.3670e-02, 2.3621e-02,43913
Lex,0.250,0.90204,841,828.487, 2.0501e-02, 2.0196e-02,37846
Lex,0.275,0.92444,635,656.589, 1.5479e-02, 1.6006e-02,32110
Lex,0.300,0.94344,542,542.804, 1.3212e-02, 1.3232e-02,26446
Lex,0.325,0.95909,431,427.810, 1.0507e-02, 1.0429e-02,20875
Lex,0.350,0.97145,290,305.481, 7.0694e-03, 7.4468e-03,15903
Lex,0.375,0.98086,224,225.278, 5.4605e-03, 5.4917e-03,11884
Lex,0.400,0.98789,141,146.101, 3.4372e-03, 3.5615e-03,8085
Lex,0.425,0.99268,67,81.025, 1.6333e-03, 1.9752e-03,5329
Lex,0.450,0.99583,48,51.494, 1.1701e-03, 1.2553e-03,3259
Lex,0.475,0.99776,29,29.747, 7.0694e-04, 7.2514e-04,1891
Lex,0.500,0.99888,8,11.741, 1.9502e-04, 2.8620e-04,938
Lex,0.525,0.99943,0,3.165, 0.0000e+00, 7.7143e-05,528
Lex,0.550,0.99975,3,3.089, 7.3131e-05, 7.5292e-05,243
Koga,-0.475,0.00020,2,2.956, 2.2784e-04, 3.3672e-04,271
Koga,-0.450,0.00036,5,4.652, 5.6961e-04, 5.2996e-04,580
Koga,-0.425,0.00070,6,6.810, 6.8353e-04, 7.7583e-04,1141
Koga,-0.400,0.00137,10,12.089, 1.1392e-03, 1.3772e-03,2264
Koga,-0.375,0.00271,15,21.158, 1.7088e-03, 2.4104e-03,4127
Koga,-0.350,0.00516,48,47.538, 5.4682e-03, 5.4157e-03,7011
Koga,-0.325,0.00931,65,70.538, 7.4049e-03, 8.0359e-03,11155
Koga,-0.300,0.01591,110,110.006, 1.2531e-02, 1.2532e-02,16516
Koga,-0.275,0.02568,145,147.304, 1.6519e-02, 1.6781e-02,23856
Koga,-0.250,0.03980,195,194.899, 2.2215e-02, 2.2204e-02,32221
Koga,-0.225,0.05887,222,236.323, 2.5290e-02, 2.6923e-02,41799
Koga,-0.200,0.08361,330,318.797, 3.7594e-02, 3.6319e-02,52324
Koga,-0.175,0.11457,369,369.601, 4.2037e-02, 4.2106e-02,62664
Koga,-0.150,0.15166,417,422.582, 4.7505e-02, 4.8142e-02,73334
Koga,-0.125,0.19506,509,491.089, 5.7986e-02, 5.5947e-02,82203
Koga,-0.100,0.24371,514,510.430, 5.8555e-02, 5.8150e-02,88659
Koga,-0.075,0.29618,534,527.652, 6.0834e-02, 6.0112e-02,94456
Koga,-0.050,0.35208,518,522.842, 5.9011e-02, 5.9564e-02,97945
Koga,-0.025,0.41004,539,532.373, 6.1404e-02, 6.0650e-02,98864
Koga,0.000,0.46855,528,522.709, 6.0150e-02, 5.9549e-02,97205
Koga,0.025,0.52608,504,501.259, 5.7416e-02, 5.7105e-02,94342
Koga,0.050,0.58191,477,473.108, 5.4340e-02, 5.3898e-02,89831
Koga,0.075,0.63508,434,433.848, 4.9442e-02, 4.9426e-02,84775
Koga,0.100,0.68525,397,394.241, 4.5227e-02, 4.4913e-02,78203
Koga,0.125,0.73153,352,347.158, 4.0100e-02, 3.9549e-02,71645
Koga,0.150,0.77393,292,291.038, 3.3265e-02, 3.3156e-02,64521
Koga,0.175,0.81212,214,228.968, 2.4379e-02, 2.6085e-02,57137
Koga,0.200,0.84593,210,206.570, 2.3923e-02, 2.3533e-02,50898
Koga,0.225,0.87605,174,173.468, 1.9822e-02, 1.9762e-02,43913
Koga,0.250,0.90204,132,139.709, 1.5038e-02, 1.5916e-02,37846
Koga,0.275,0.92444,134,127.861, 1.5265e-02, 1.4566e-02,32110
Koga,0.300,0.94344,92,96.443, 1.0481e-02, 1.0987e-02,26446
Koga,0.325,0.95909,84,81.987, 9.5694e-03, 9.3403e-03,20875
Koga,0.350,0.97145,48,56.696, 5.4682e-03, 6.4590e-03,15903
Koga,0.375,0.98086,64,57.525, 7.2910e-03, 6.5535e-03,11884
Koga,0.400,0.98789,38,38.829, 4.3290e-03, 4.4236e-03,8085
Koga,0.425,0.99268,24,25.361, 2.7341e-03, 2.8892e-03,5329
Koga,0.450,0.99583,13,14.165, 1.4810e-03, 1.6137e-03,3259
Koga,0.475,0.99776,3,5.690, 3.4176e-04, 6.4821e-04,1891
Koga,0.500,0.99888,3,3.905, 3.4176e-04, 4.4488e-04,938
Koga,0.525,0.99943,6,4.589, 6.8353e-04, 5.2275e-04,528
Koga,0.550,0.99975,2,3.051, 2.2784e-04, 3.4754e-04,243
Evie,-0.475,0.00020,19,23.025, 6.4787e-04, 7.8514e-04,271
Evie,-0.450,0.00036,20,23.759, 6.8197e-04, 8.1017e-04,580
Evie,-0.425,0.00070,45,46.538, 1.5344e-03, 1.5869e-03,1141
Evie,-0.400,0.00137,62,72.013, 2.1141e-03, 2.4555e-03,2264
Evie,-0.375,0.00271,118,124.741, 4.0236e-03, 4.2535e-03,4127
Evie,-0.350,0.00516,184,193.468, 6.2741e-03, 6.5970e-03,7011
Evie,-0.325,0.00931,276,287.038, 9.4111e-03, 9.7877e-03,11155
Evie,-0.300,0.01591,401,410.032, 1.3673e-02, 1.3982e-02,16516
Evie,-0.275,0.02568,539,553.544, 1.8379e-02, 1.8875e-02,23856
Evie,-0.250,0.03980,734,734.158, 2.5028e-02, 2.5034e-02,32221
Evie,-0.225,0.05887,923,914.323, 3.1473e-02, 3.1177e-02,41799
Evie,-0.200,0.08361,1084,1080.367, 3.6963e-02, 3.6839e-02,52324
Evie,-0.175,0.11457,1201,1224.753, 4.0952e-02, 4.1763e-02,62664
Evie,-0.150,0.15166,1482,1436.348, 5.0534e-02, 4.8978e-02,73334
Evie,-0.125,0.19506,1551,1525.778, 5.2886e-02, 5.2027e-02,82203
Evie,-0.100,0.24371,1565,1563.797, 5.3364e-02, 5.3324e-02,88659
Evie,-0.075,0.29618,1588,1590.848, 5.4148e-02, 5.4246e-02,94456
Evie,-0.050,0.35208,1637,1617.278, 5.5819e-02, 5.5147e-02,97945
Evie,-0.025,0.41004,1647,1606.335, 5.6160e-02, 5.4774e-02,98864
