Version,Champion,Winrate|% Games Won,Damage Done|Damage Per Second,Shielding|Shielding Per Second,Healing|Healing Per Second,Popularity|% Games Chosen,Kills|Kills Per Minute,Slays|Slays Per Minute,Deaths|Deaths Per Minute,Credits|Credits Per Minute,Count
OB67,Lex,0.512,82.000,0.000,0.000,0.296,1.942,1.095,0.723,269.804,113661
OB67,Lian,0.467,92.710,0.000,0.000,0.187,1.693,0.801,0.727,211.783,71660
OB67,Maeve,0.456,66.639,0.000,0.000,0.238,1.444,0.858,0.749,195.759,91395
OB67,Makoa,0.515,66.841,49.673,0.000,0.611,1.434,0.622,0.560,224.150,234493
OB67,Mal'Damba,0.470,42.331,0.000,88.725,0.327,1.451,0.284,0.605,207.841,125525
OB67,Moji,0.554,79.212,0.000,6.846,0.190,1.848,1.062,0.753,226.360,72797
OB67,Pip,0.496,64.463,0.000,40.613,0.200,1.567,0.579,0.592,202.816,76731
OB67,Ruckus,0.501,87.780,44.769,0.000,0.564,1.716,0.684,0.628,225.090,216253
OB67,Seris,0.542,43.770,0.000,103.637,0.788,1.576,0.317,0.482,223.217,302221
OB67,Sha Lin,0.454,88.426,0.000,0.000,0.152,1.492,0.853,0.684,203.476,58219
OB67,Skye,0.450,71.709,0.000,0.000,0.172,1.469,0.835,0.755,197.402,65875
OB67,Strix,0.417,78.792,0.000,0.000,0.220,1.537,0.773,0.599,195.747,84262
OB67,Talus,0.511,79.192,0.000,0.000,0.237,1.723,0.996,0.734,215.187,90985
OB67,Terminus,0.563,66.999,0.000,0.000,0.242,1.297,0.646,0.676,217.618,92725
OB67,Torvald,0.500,62.188,86.462,0.000,0.425,1.490,0.514,0.620,212.790,162994
OB67,Tyra,0.538,99.856,0.000,0.000,0.366,1.737,0.829,0.764,225.126,140549
OB67,Viktor,0.463,90.693,0.000,0.000,0.317,1.626,0.818,0.698,209.702,121726
OB67,Vivian,0.483,90.571,17.269,0.000,0.175,1.772,0.815,0.676,216.555,67274
OB67,Willo,0.519,87.233,0.000,0.000,0.133,1.705,0.775,0.641,212.124,51117
OB67,Ying,0.448,44.457,0.000,73.032,0.128,1.580,0.302,0.593,203.665,48991
OB67,Zhin,0.522,79.304,0.000,0.000,0.346,1.606,0.963,0.663,212.414,132908
OB68,Androxus,0.452,71.415,0.000,0.000,0.251,1.491,0.930,0.776,213.394,87717
OB68,Ash,0.455,64.183,53.560,0.000,0.471,1.289,0.409,0.648,230.054,164788
OB68,Barik,0.505,74.691,74.518,0.000,0.242,1.713,0.481,0.574,241.450,84450
OB68,Bomb King,0.517,76.053,0.000,0.000,0.248,1.502,0.807,0.713,218.098,86791
OB68,Buck,0.497,74.512,0.000,0.000,0.109,1.670,0.920,0.690,224.792,38144
OB68,Cassie,0.509,98.164,0.000,0.000,0.221,1.833,0.983,0.612,235.324,77217
OB68,Drogoz,0.509,96.375,0.000,0.000,0.229,1.552,0.876,0.693,224.845,80199
OB68,Evie,0.486,72.777,0.000,0.000,0.139,1.486,0.856,0.657,211.642,48705
OB68,Fernando,0.529,71.122,84.894,0.000,0.702,1.433,0.512,0.607,246.157,245580
OB68,Grohk,0.532,57.969,4.810,68.905,0.112,1.634,0.369,0.687,243.455,39277
OB68,Grover,0.448,52.140,0.000,64.111,0.075,1.554,0.356,0.668,224.965,26331
OB68,Inara,0.557,70.186,22.172,0.000,0.566,1.578,0.495,0.568,247.805,197865
OB68,Jenos,0.507,42.468,0.000,100.759,0.599,1.930,0.381,0.541,233.346,209522
OB68,Kinessa,0.422,80.966,0.000,0.000,0.120,1.477,0.748,0.601,204.354,42034
OB68,Lex,0.521,82.049,0.000,0.000,0.289,1.990,1.128,0.746,287.946,100865
OB68,Lian,0.471,96.894,0.000,0.000,0.256,1.756,0.835,0.742,229.895,89483
OB68,Maeve,0.484,70.427,0.000,0.000,0.250,1.576,0.961,0.751,217.534,87361
OB68,Makoa,0.487,67.444,48.688,0.000,0.506,1.385,0.597,0.578,235.882,177040
OB68,Mal'Damba,0.461,39.815,0.000,93.194,0.340,1.436,0.265,0.648,217.565,118892
OB68,Moji,0.517,75.993,0.000,3.210,0.104,1.744,1.014,0.822,233.211,36304
OB68,Pip,0.521,64.168,0.000,50.599,0.202,1.645,0.603,0.616,220.626,70672
OB68,Ruckus,0.477,81.377,45.348,0.000,0.546,1.674,0.618,0.629,233.680,191012
OB68,Seris,0.490,37.455,0.000,111.912,0.543,1.469,0.265,0.550,226.287,189812
OB68,Sha Lin,0.486,95.130,0.000,0.000,0.201,1.624,0.944,0.678,225.662,70145
OB68,Skye,0.460,74.354,0.000,0.000,0.198,1.542,0.878,0.767,214.058,69326
OB68,Strix,0.424,80.525,0.000,0.000,0.177,1.519,0.785,0.606,206.849,61885
OB68,Talus,0.462,70.824,0.000,0.000,0.157,1.587,0.859,0.778,215.407,55022
OB68,Terminus,0.584,66.925,0.000,0.000,0.324,1.320,0.627,0.615,233.953,113208
OB68,Torvald,0.473,58.850,87.397,0.000,0.367,1.453,0.478,0.622,223.902,128430
OB68,Tyra,0.521,99.510,0.000,0.000,0.262,1.733,0.826,0.775,235.698,91599
OB68,Viktor,0.472,92.525,0.000,0.000,0.277,1.690,0.861,0.689,225.225,96880
OB68,Vivian,0.495,94.528,17.820,0.000,0.175,1.804,0.866,0.671,232.583,61192
OB68,Willo,0.529,87.372,0.000,0.000,0.151,1.766,0.805,0.647,225.251,52835
OB68,Ying,0.552,45.896,0.000,104.688,0.264,1.898,0.333,0.520,241.251,92285
OB68,Zhin,0.543,82.524,0.000,0.000,0.324,1.711,1.041,0.660,231.346,113222
OB69,Androxus,0.452,70.326,0.000,0.000,0.241,1.474,0.917,0.774,211.328,55835
OB69,Ash,0.457,63.228,55.175,0.000,0.394,1.273,0.398,0.645,229.055,91115
OB69,Barik,0.507,73.533,75.269,0.000,0.278,1.697,0.476,0.571,240.109,64253
OB69,Bomb King,0.506,74.071,0.000,0.000,0.239,1.460,0.782,0.717,214.373,55384
OB69,Buck,0.515,75.528,0.000,0.000,0.155,1.711,0.945,0.678,225.949,35796
OB69,Cassie,0.503,95.679,0.000,0.000,0.221,1.796,0.961,0.612,231.996,51218
OB69,Drogoz,0.510,94.842,0.000,0.000,0.229,1.542,0.879,0.692,223.036,52969
OB69,Evie,0.480,72.185,0.000,0.000,0.161,1.469,0.843,0.662,209.461,37259
OB69,Fernando,0.526,70.497,83.494,0.000,0.732,1.417,0.512,0.610,243.266,169412
OB69,Grohk,0.529,55.902,5.599,64.950,0.090,1.590,0.358,0.687,237.745,20830
OB69,Grover,0.497,50.690,0.000,79.978,0.093,1.722,0.359,0.632,237.256,21550
OB69,Inara,0.538,67.956,22.495,0.000,0.483,1.521,0.475,0.583,241.854,111841
OB69,Jenos,0.508,41.467,0.000,100.140,0.627,1.933,0.372,0.532,231.640,144938
OB69,Kinessa,0.419,80.569,0.000,0.000,0.132,1.481,0.753,0.597,203.258,30526
OB69,Lex,0.518,80.671,0.000,0.000,0.289,1.956,1.101,0.752,284.830,66882
OB69,Lian,0.464,94.262,0.000,0.000,0.239,1.713,0.811,0.745,225.931,55399
OB69,Maeve,0.490,69.960,0.000,0.000,0.265,1.561,0.949,0.756,216.158,61199
OB69,Makoa,0.490,67.248,49.426,0.000,0.531,1.376,0.590,0.573,234.695,122875
OB69,Mal'Damba,0.449,38.631,0.000,91.484,0.301,1.409,0.257,0.644,213.864,69534
OB69,Moji,0.508,74.307,0.000,2.496,0.117,1.678,0.975,0.832,228.061,27128
OB69,Pip,0.519,61.223,0.000,53.589,0.226,1.600,0.564,0.611,217.913,52311
OB69,Ruckus,0.485,81.325,44.307,0.000,0.560,1.676,0.622,0.620,233.238,129534
OB69,Seris,0.476,35.529,0.000,110.275,0.481,1.421,0.252,0.554,221.612,111198
OB69,Sha Lin,0.486,94.821,0.000,0.000,0.244,1.615,0.938,0.678,223.989,56436
OB69,Skye,0.466,74.421,0.000,0.000,0.207,1.545,0.884,0.767,213.897,47785
OB69,Strix,0.430,81.643,0.000,0.000,0.167,1.550,0.802,0.598,207.915,38519
OB69,Talus,0.471,70.667,0.000,0.000,0.142,1.600,0.873,0.764,215.162,32737
OB69,Terminus,0.591,66.827,0.000,0.000,0.379,1.317,0.622,0.601,232.324,87772
OB69,Torvald,0.461,57.163,86.085,0.000,0.305,1.405,0.460,0.628,220.119,70647
OB69,Tyra,0.521,98.278,0.000,0.000,0.267,1.721,0.822,0.773,233.894,61686
OB69,Viktor,0.490,96.185,0.000,0.000,0.317,1.748,0.906,0.671,229.072,73274
OB69,Vivian,0.501,94.242,17.984,0.000,0.166,1.812,0.877,0.668,232.476,38446
OB69,Willo,0.520,86.463,0.000,0.000,0.151,1.729,0.792,0.652,222.301,34944
OB69,Ying,0.555,44.585,0.000,104.351,0.313,1.878,0.324,0.514,239.145,72289
OB69,Zhin,0.541,81.690,0.000,0.000,0.258,1.687,1.024,0.661,229.110,59719
OB70,Androxus,0.455,71.112,0.000,0.000,0.301,1.493,0.931,0.772,211.833,111636
OB70,Ash,0.478,63.353,57.641,0.000,0.324,1.286,0.394,0.640,231.615,120263
OB70,Barik,0.447,57.190,74.521,0.000,0.171,1.441,0.320,0.608,224.756,63229
OB70,Bomb King,0.496,73.984,0.000,0.000,0.213,1.446,0.782,0.723,213.439,79130
OB70,Buck,0.524,77.786,0.000,0.000,0.180,1.754,0.980,0.677,228.484,66629
OB70,Cassie,0.502,95.778,0.000,0.000,0.189,1.801,0.967,0.615,232.401,70191
OB70,Drogoz,0.552,103.770,0.000,0.000,0.363,1.730,1.035,0.684,237.139,134727
OB70,Evie,0.474,71.491,0.000,0.000,0.166,1.439,0.822,0.668,207.643,61535
OB70,Fernando,0.538,71.425,80.574,0.000,0.667,1.433,0.515,0.611,243.634,247392
OB70,Grohk,0.534,56.267,6.273,65.657,0.082,1.616,0.363,0.674,239.710,30519
OB70,Grover,0.504,50.623,0.000,81.320,0.119,1.742,0.355,0.631,239.265,44035
OB70,Inara,0.543,68.311,22.333,0.000,0.445,1.523,0.472,0.585,242.222,165115
OB70,Jenos,0.508,40.883,0.000,100.382,0.597,1.946,0.366,0.524,231.756,221430
OB70,Khan,0.428,47.333,56.700,8.512,0.303,1.297,0.433,0.628,221.239,112351
OB70,Kinessa,0.408,79.394,0.000,0.000,0.133,1.467,0.746,0.615,202.202,49334
OB70,Lex,0.522,81.682,0.000,0.000,0.278,1.974,1.109,0.752,286.308,103153
OB70,Lian,0.456,94.809,0.000,0.000,0.215,1.715,0.814,0.743,226.114,79744
OB70,Maeve,0.497,71.337,0.000,0.000,0.288,1.585,0.965,0.754,217.898,106922
OB70,Makoa,0.501,67.515,49.143,0.000,0.521,1.379,0.584,0.573,235.312,193161
OB70,Mal'Damba,0.452,38.749,0.000,90.259,0.280,1.403,0.257,0.643,213.533,103983
OB70,Moji,0.505,74.054,0.000,1.880,0.123,1.660,0.966,0.837,226.895,45754
OB70,Pip,0.511,60.640,0.000,52.914,0.220,1.574,0.546,0.615,216.584,81400
OB70,Ruckus,0.478,80.212,43.383,0.000,0.527,1.644,0.598,0.637,231.507,195299
OB70,Seris,0.475,35.873,0.000,107.862,0.483,1.407,0.251,0.563,220.347,179004
OB70,Sha Lin,0.472,94.584,0.000,0.000,0.227,1.599,0.928,0.684,222.860,84115
OB70,Skye,0.471,74.714,0.000,0.000,0.201,1.560,0.897,0.766,215.194,74542
OB70,Strix,0.417,80.573,0.000,0.000,0.171,1.519,0.790,0.603,206.233,63374
OB70,Talus,0.473,70.749,0.000,0.000,0.127,1.609,0.882,0.761,215.618,46967
OB70,Terminus,0.602,66.869,0.000,0.000,0.395,1.330,0.619,0.597,233.299,146473
OB70,Torvald,0.471,56.993,83.136,0.000,0.249,1.406,0.456,0.630,220.868,92261
OB70,Tyra,0.531,101.456,0.000,0.000,0.277,1.780,0.863,0.761,238.180,102548
OB70,Viktor,0.473,95.868,0.000,0.000,0.334,1.723,0.892,0.682,227.658,123795
OB70,Vivian,0.497,93.860,18.403,0.000,0.164,1.806,0.873,0.676,232.644,60662
OB70,Willo,0.517,86.152,0.000,0.000,0.145,1.723,0.786,0.654,222.138,53900
OB70,Ying,0.558,44.518,0.000,104.105,0.320,1.880,0.322,0.512,239.482,118566
OB70,Zhin,0.536,81.621,0.000,0.000,0.200,1.680,1.022,0.665,228.762,73991
V1.0b,Androxus,0.451,71.510,0.000,0.000,0.293,1.497,0.931,0.779,212.420,90302
V1.0b,Ash,0.484,65.814,56.688,0.000,0.278,1.315,0.407,0.636,233.775,85857
V1.0b,Barik,0.486,62.985,74.671,0.000,0.180,1.526,0.381,0.593,233.356,55398
V1.0b,Bomb King,0.496,76.820,0.000,0.000,0.221,1.480,0.802,0.719,216.542,68158
V1.0b,Buck,0.507,75.986,0.000,0.000,0.171,1.689,0.923,0.685,225.651,52838
V1.0b,Cassie,0.499,96.485,0.000,0.000,0.192,1.815,0.972,0.616,233.887,59087
V1.0b,Drogoz,0.557,105.173,0.000,0.000,0.373,1.765,1.066,0.691,240.944,115173
V1.0b,Evie,0.471,71.968,0.000,0.000,0.158,1.440,0.821,0.672,208.359,48886
V1.0b,Fernando,0.524,70.729,74.214,0.000,0.645,1.400,0.500,0.638,240.638,199137
V1.0b,Grohk,0.537,57.759,6.510,63.904,0.073,1.627,0.372,0.678,240.669,22493
V1.0b,Grover,0.506,50.700,0.000,84.406,0.118,1.773,0.356,0.625,241.461,36335
V1.0b,Inara,0.532,68.465,21.780,0.000,0.468,1.502,0.460,0.605,240.272,144376
V1.0b,Jenos,0.508,41.126,0.000,101.917,0.614,1.986,0.365,0.510,234.102,189490
V1.0b,Khan,0.476,52.280,53.194,12.098,0.421,1.438,0.487,0.595,231.063,130037
V1.0b,Kinessa,0.383,75.466,0.000,0.000,0.109,1.381,0.685,0.615,196.517,33596
V1.0b,Lex,0.517,82.002,0.000,0.000,0.295,1.970,1.102,0.758,287.175,91037
V1.0b,Lian,0.455,95.490,0.000,0.000,0.242,1.718,0.809,0.742,226.833,74618
V1.0b,Maeve,0.509,74.964,0.000,0.000,0.318,1.650,1.010,0.744,223.384,98152
V1.0b,Makoa,0.506,68.578,48.998,0.000,0.550,1.389,0.584,0.574,236.822,169852
V1.0b,Mal'Damba,0.451,38.824,0.000,93.954,0.262,1.428,0.253,0.634,216.307,80685
V1.0b,Moji,0.538,77.749,0.000,5.934,0.140,1.778,1.022,0.805,236.547,43330
V1.0b,Pip,0.513,60.816,0.000,54.942,0.221,1.576,0.538,0.611,218.061,68334
V1.0b,Ruckus,0.450,76.788,42.437,0.000,0.445,1.557,0.550,0.685,224.867,137187
V1.0b,Seris,0.475,35.958,0.000,107.040,0.503,1.410,0.250,0.569,220.955,155146
V1.0b,Sha Lin,0.475,96.596,0.000,0.000,0.248,1.628,0.946,0.684,225.639,76502
V1.0b,Skye,0.470,74.775,0.000,0.000,0.190,1.559,0.894,0.770,215.411,58718
V1.0b,Strix,0.421,82.055,0.000,0.000,0.173,1.547,0.799,0.607,208.545,53236
V1.0b,Talus,0.471,71.538,0.000,0.000,0.111,1.622,0.891,0.765,217.197,34228
V1.0b,Terminus,0.599,67.625,0.000,0.000,0.397,1.322,0.613,0.605,233.857,122495
V1.0b,Torvald,0.477,57.208,83.057,0.000,0.201,1.420,0.463,0.629,223.047,62011
V1.0b,Tyra,0.527,102.255,0.000,0.000,0.280,1.787,0.864,0.764,239.293,86406
V1.0b,Viktor,0.472,96.577,0.000,0.000,0.327,1.728,0.892,0.687,228.620,100853
V1.0b,Vivian,0.492,94.444,18.302,0.000,0.154,1.815,0.877,0.678,233.685,47414
V1.0b,Willo,0.516,88.154,0.000,0.000,0.137,1.753,0.805,0.657,224.886,42249
V1.0b,Ying,0.549,45.271,0.000,103.563,0.313,1.886,0.323,0.515,239.999,96618
V1.0b,Zhin,0.534,83.013,0.000,0.000,0.179,1.692,1.026,0.667,230.445,55226
V1.1,Androxus,0.446,74.388,0.000,0.000,0.312,1.532,0.958,0.786,217.275,83469
V1.1,Ash,0.485,65.870,58.021,0.000,0.296,1.307,0.403,0.644,235.177,79246
V1.1,Barik,0.497,67.138,75.046,0.000,0.158,1.580,0.399,0.592,239.933,42189
V1.1,Bomb King,0.511,82.594,0.000,0.000,0.266,1.558,0.847,0.716,224.073,71196
V1.1,Buck,0.523,80.533,0.000,0.000,0.207,1.757,0.960,0.668,232.470,55346
V1.1,Cassie,0.495,99.826,0.000,0.000,0.224,1.834,0.982,0.625,237.432,59918
V1.1,Drogoz,0.571,107.198,0.000,0.000,0.319,1.811,1.102,0.691,246.451,85379
V1.1,Evie,0.475,74.838,0.000,0.000,0.170,1.469,0.839,0.676,212.469,45415
V1.1,Fernando,0.527,72.256,72.885,0.000,0.618,1.405,0.500,0.644,242.757,165362
V1.1,Grohk,0.531,59.339,5.950,66.482,0.066,1.643,0.372,0.677,243.711,17545
V1.1,Grover,0.509,50.709,0.000,88.373,0.122,1.825,0.352,0.632,246.010,32521
V1.1,Inara,0.538,70.637,20.960,0.000,0.517,1.516,0.464,0.606,242.774,138272
V1.1,Jenos,0.494,41.296,0.000,103.767,0.596,1.982,0.356,0.517,235.564,159365
V1.1,Khan,0.494,56.439,51.024,12.662,0.498,1.514,0.529,0.590,236.887,133264
V1.1,Kinessa,0.374,76.543,0.000,0.000,0.096,1.381,0.686,0.622,198.238,25707
V1.1,Lex,0.512,84.183,0.000,0.000,0.311,1.989,1.116,0.769,291.154,83209
V1.1,Lian,0.457,99.678,0.000,0.000,0.232,1.758,0.825,0.738,231.446,61957
V1.1,Maeve,0.519,77.686,0.000,0.000,0.275,1.701,1.053,0.741,228.702,73459
V1.1,Makoa,0.490,68.098,48.474,0.000,0.582,1.354,0.567,0.609,235.851,155556
V1.1,Mal'Damba,0.454,39.437,0.000,98.773,0.260,1.458,0.255,0.626,220.580,69586
V1.1,Moji,0.542,79.867,0.000,7.049,0.147,1.807,1.031,0.811,240.034,39320
V1.1,Pip,0.519,63.245,0.000,57.920,0.220,1.625,0.559,0.610,223.666,58821
V1.1,Ruckus,0.451,77.721,43.653,0.000,0.370,1.554,0.539,0.696,227.443,99090
V1.1,Seris,0.475,37.698,0.000,109.764,0.539,1.435,0.256,0.567,224.918,144035
V1.1,Sha Lin,0.437,93.679,0.000,0.000,0.230,1.533,0.880,0.710,221.074,61501
V1.1,Skye,0.459,76.205,0.000,0.000,0.183,1.563,0.895,0.787,217.797,49078
V1.1,Strix,0.410,82.182,0.000,0.000,0.147,1.523,0.768,0.611,208.569,39376
V1.1,Talus,0.467,72.696,0.000,0.000,0.100,1.631,0.896,0.776,219.823,26802
V1.1,Terminus,0.574,64.109,0.000,0.000,0.339,1.240,0.545,0.633,230.422,90663
V1.1,Torvald,0.485,58.613,85.152,0.000,0.177,1.444,0.468,0.630,226.873,47316
V1.1,Tyra,0.524,104.513,0.000,0.000,0.317,1.800,0.864,0.768,242.160,84736
V1.1,Viktor,0.473,99.343,0.000,0.000,0.306,1.750,0.896,0.690,232.428,81947
V1.1,Vivian,0.479,94.529,18.387,0.000,0.150,1.794,0.850,0.691,233.890,40013
V1.1,Willo,0.536,92.090,0.000,0.000,0.152,1.820,0.840,0.650,230.736,40690
V1.1,Ying,0.580,47.227,0.000,104.833,0.306,1.933,0.333,0.489,245.499,81923
V1.1,Zhin,0.534,84.924,0.000,0.000,0.192,1.714,1.048,0.678,234.287,51428
V1.2,Androxus,0.452,73.742,0.000,0.000,0.277,1.543,0.962,0.790,217.614,85956
V1.2,Ash,0.492,66.005,57.393,0.000,0.244,1.338,0.417,0.646,236.772,75617
V1.2,Barik,0.497,67.907,75.047,0.000,0.175,1.589,0.407,0.598,240.020,54217
V1.2,Bomb King,0.513,83.049,0.000,0.000,0.281,1.582,0.859,0.719,224.989,87388
V1.2,Buck,0.547,80.506,0.000,0.000,0.227,1.818,0.995,0.653,236.004,70560
V1.2,Cassie,0.472,96.931,0.000,0.000,0.222,1.789,0.948,0.637,233.541,68939
V1.2,Drogoz,0.569,104.853,0.000,0.000,0.199,1.814,1.108,0.698,245.656,61656
V1.2,Evie,0.475,73.799,0.000,0.000,0.172,1.483,0.849,0.686,212.534,53285
V1.2,Fernando,0.526,72.279,69.521,0.000,0.617,1.419,0.513,0.653,241.800,191408
V1.2,Furia,0.585,63.346,11.204,90.678,0.502,1.801,0.488,0.605,243.267,155803
V1.2,Grohk,0.507,60.887,8.227,63.120,0.053,1.654,0.385,0.681,241.821,16459
V1.2,Grover,0.489,51.005,0.000,88.509,0.082,1.823,0.353,0.642,244.273,25590
V1.2,Inara,0.538,69.325,21.162,0.000,0.543,1.516,0.468,0.608,242.477,168732
V1.2,Jenos,0.461,40.438,0.000,102.417,0.448,1.952,0.352,0.531,232.600,139110
V1.2,Khan,0.492,55.389,50.978,12.461,0.584,1.523,0.535,0.596,236.785,181294
V1.2,Kinessa,0.391,78.606,0.000,0.000,0.096,1.441,0.722,0.614,202.247,29827
V1.2,Lex,0.507,82.696,0.000,0.000,0.299,1.989,1.112,0.783,291.056,92779
V1.2,Lian,0.464,99.289,0.000,0.000,0.243,1.787,0.842,0.739,232.646,75306
V1.2,Maeve,0.494,73.773,0.000,0.000,0.229,1.623,0.982,0.781,222.373,71129
V1.2,Makoa,0.491,67.830,48.024,0.000,0.575,1.364,0.572,0.613,235.964,178427
V1.2,Mal'Damba,0.426,39.609,0.000,97.039,0.184,1.448,0.264,0.637,218.765,57000
V1.2,Moji,0.546,79.624,0.000,7.415,0.190,1.840,1.052,0.819,241.821,58949
V1.2,Pip,0.507,64.577,0.000,53.166,0.189,1.650,0.597,0.625,222.590,58548
V1.2,Ruckus,0.450,77.074,44.159,0.000,0.339,1.565,0.543,0.703,227.960,105378
V1.2,Seris,0.453,37.962,0.000,108.284,0.455,1.436,0.262,0.579,223.489,141177
V1.2,Sha Lin,0.444,92.265,0.000,0.000,0.193,1.543,0.886,0.714,221.274,60016
V1.2,Skye,0.465,75.721,0.000,0.000,0.179,1.579,0.899,0.796,218.424,55727
V1.2,Strix,0.418,82.975,0.000,0.000,0.140,1.575,0.789,0.613,211.030,43391
V1.2,Talus,0.481,73.663,0.000,0.000,0.126,1.665,0.915,0.778,222.253,39030
V1.2,Terminus,0.571,62.713,0.000,0.000,0.297,1.236,0.545,0.641,231.093,92208
V1.2,Torvald,0.485,57.518,85.083,0.000,0.168,1.443,0.468,0.635,226.163,52230
V1.2,Tyra,0.525,104.464,0.000,0.000,0.335,1.816,0.872,0.772,242.622,103923
V1.2,Viktor,0.473,100.582,0.000,0.000,0.334,1.787,0.910,0.687,233.885,103594
V1.2,Vivian,0.494,96.746,18.587,0.000,0.135,1.866,0.896,0.690,237.947,41806
V1.2,Willo,0.541,93.233,0.000,0.000,0.229,1.863,0.860,0.652,232.775,70943
V1.2,Ying,0.548,48.532,0.000,103.372,0.245,1.929,0.343,0.504,243.979,75928
V1.2,Zhin,0.500,79.346,0.000,0.000,0.197,1.608,0.955,0.708,225.299,61310
V1.3,Androxus,0.466,74.447,0.000,0.000,0.287,1.556,0.975,0.777,218.315,169060
V1.3,Ash,0.480,65.756,55.411,0.000,0.235,1.299,0.411,0.643,233.270,138597
V1.3,Barik,0.489,68.629,73.927,0.000,0.213,1.551,0.410,0.591,236.587,125609
V1.3,Bomb King,0.517,83.521,0.000,0.000,0.286,1.576,0.861,0.714,224.763,168850
V1.3,Buck,0.509,76.723,0.000,0.000,0.172,1.710,0.944,0.695,228.511,101295
V1.3,Cassie,0.493,98.099,0.000,0.000,0.225,1.824,0.982,0.619,235.944,132818
V1.3,Drogoz,0.537,100.408,0.000,0.000,0.141,1.685,0.999,0.708,236.714,83403
V1.3,Evie,0.481,73.773,0.000,0.000,0.173,1.486,0.859,0.681,212.828,101911
V1.3,Fernando,0.522,72.382,70.031,0.000,0.640,1.400,0.511,0.639,240.555,376982
V1.3,Furia,0.594,59.532,12.504,93.350,0.443,1.759,0.462,0.590,240.758,261217
V1.3,Grohk,0.513,60.887,8.397,63.798,0.047,1.640,0.381,0.673,241.288,27712
V1.3,Grover,0.489,50.229,0.000,87.895,0.086,1.790,0.347,0.637,241.892,50599
V1.3,Inara,0.533,69.236,21.082,0.000,0.594,1.492,0.468,0.602,240.583,350169
V1.3,Jenos,0.471,39.428,0.000,102.526,0.415,1.936,0.346,0.523,231.593,244749
V1.3,Khan,0.499,56.289,50.391,12.729,0.504,1.538,0.552,0.576,237.887,297358
V1.3,Kinessa,0.389,78.657,0.000,0.000,0.095,1.423,0.716,0.611,201.091,56004
V1.3,Lex,0.508,81.322,0.000,0.000,0.283,1.957,1.097,0.781,288.060,166725
V1.3,Lian,0.467,97.942,0.000,0.000,0.249,1.768,0.844,0.728,231.078,146656
V1.3,Maeve,0.487,71.664,0.000,0.000,0.231,1.571,0.950,0.786,218.844,136388
V1.3,Makoa,0.493,68.488,47.936,0.000,0.618,1.373,0.585,0.600,235.861,364459
V1.3,Mal'Damba,0.435,38.450,0.000,101.949,0.237,1.453,0.257,0.616,219.875,139767
V1.3,Moji,0.554,79.927,0.000,8.427,0.184,1.839,1.045,0.799,241.633,108509
V1.3,Pip,0.503,64.300,0.000,51.729,0.168,1.629,0.596,0.630,220.533,98922
V1.3,Ruckus,0.450,76.564,43.810,0.000,0.305,1.540,0.540,0.690,226.736,179669
V1.3,Seris,0.451,36.674,0.000,107.665,0.500,1.403,0.251,0.580,221.209,294666
V1.3,Sha Lin,0.449,91.468,0.000,0.000,0.178,1.535,0.891,0.711,220.563,105021
V1.3,Skye,0.469,76.442,0.000,0.000,0.174,1.576,0.908,0.795,218.636,102690
V1.3,Strix,0.421,83.410,0.000,0.000,0.144,1.573,0.789,0.607,210.762,84591
V1.3,Talus,0.481,73.758,0.000,0.000,0.110,1.663,0.928,0.767,222.224,64717
V1.3,Terminus,0.571,62.942,0.000,0.000,0.317,1.239,0.551,0.628,230.950,186878
V1.3,Torvald,0.478,57.324,85.020,0.000,0.148,1.416,0.465,0.627,224.798,86995
V1.3,Tyra,0.524,104.650,0.000,0.000,0.313,1.789,0.861,0.769,241.280,184221
V1.3,Viktor,0.481,102.972,0.000,0.000,0.375,1.789,0.915,0.673,234.372,221075
V1.3,Vivian,0.494,96.655,18.507,0.000,0.158,1.846,0.891,0.679,237.236,93101
V1.3,Willo,0.545,93.662,0.000,0.000,0.269,1.858,0.862,0.648,232.724,158447
V1.3,Ying,0.546,46.595,0.000,105.275,0.239,1.888,0.323,0.499,241.786,140870
V1.3,Zhin,0.509,79.034,0.000,0.000,0.244,1.601,0.953,0.700,224.434,143686
V1.4,Androxus,0.482,76.386,0.000,0.000,0.319,1.613,1.023,0.774,222.130,89766
V1.4,Ash,0.479,65.763,53.059,0.000,0.213,1.299,0.414,0.643,231.809,59894
V1.4,Barik,0.485,67.533,73.427,0.000,0.229,1.531,0.409,0.595,235.425,64426
V1.4,Bomb King,0.509,79.941,0.000,0.000,0.269,1.522,0.834,0.726,221.038,75894
V1.4,Buck,0.501,75.249,0.000,0.000,0.121,1.696,0.940,0.709,227.209,34165
V1.4,Cassie,0.475,95.972,0.000,0.000,0.240,1.753,0.927,0.631,231.506,67515
V1.4,Drogoz,0.526,98.157,0.000,0.000,0.145,1.631,0.952,0.725,232.755,40783
V1.4,Evie,0.483,72.906,0.000,0.000,0.152,1.480,0.856,0.685,211.896,42913
V1.4,Fernando,0.527,73.115,67.635,0.000,0.615,1.407,0.519,0.635,239.507,173210
V1.4,Furia,0.567,57.183,6.170,97.777,0.491,1.696,0.444,0.605,237.267,138454
V1.4,Grohk,0.518,58.624,0.571,75.692,0.125,1.706,0.393,0.651,236.524,35312
V1.4,Grover,0.513,49.582,0.000,93.735,0.108,1.854,0.355,0.623,246.438,30542
V1.4,Inara,0.527,68.299,21.110,0.000,0.619,1.469,0.464,0.600,238.851,174506
