Version,Champion,Winrate|% Games Won,Damage Done|Damage Per Second,Shielding|Shielding Per Second,Healing|Healing Per Second,Popularity|% Games Chosen,Kills|Kills Per Minute,Slays|Slays Per Minute,Deaths|Deaths Per Minute,Credits|Credits Per Minute,Count
V1.4,Jenos,0.469,38.956,0.000,98.010,0.333,1.918,0.350,0.540,229.443,93755
V1.4,Khan,0.506,56.632,51.252,12.588,0.456,1.543,0.558,0.571,238.725,128600
V1.4,Kinessa,0.390,77.871,0.000,0.000,0.101,1.408,0.731,0.616,200.902,28567
V1.4,Koga,0.501,77.157,0.000,0.000,0.245,1.657,0.913,0.770,223.318,69127
V1.4,Lex,0.504,79.591,0.000,0.000,0.251,1.949,1.087,0.780,287.341,70654
V1.4,Lian,0.470,96.572,0.000,0.000,0.249,1.759,0.836,0.731,230.295,70209
V1.4,Maeve,0.467,68.668,0.000,0.000,0.216,1.535,0.957,0.796,216.885,60736
V1.4,Makoa,0.508,69.313,45.667,0.000,0.625,1.436,0.624,0.586,237.297,176146
V1.4,Mal'Damba,0.428,37.931,0.000,101.050,0.214,1.465,0.263,0.613,219.251,60430
V1.4,Moji,0.469,71.649,0.000,3.500,0.100,1.595,0.915,0.881,225.140,28126
V1.4,Pip,0.492,58.431,0.000,57.873,0.175,1.569,0.539,0.630,217.814,49281
V1.4,Ruckus,0.450,75.880,43.736,0.000,0.291,1.529,0.540,0.693,226.299,81937
V1.4,Seris,0.465,35.417,0.000,110.345,0.426,1.434,0.249,0.567,222.689,119900
V1.4,Sha Lin,0.447,90.663,0.000,0.000,0.163,1.523,0.879,0.720,219.890,46050
V1.4,Skye,0.495,80.372,0.000,0.000,0.177,1.670,0.982,0.778,225.143,49997
V1.4,Strix,0.429,83.048,0.000,0.000,0.166,1.583,0.797,0.608,211.288,46714
V1.4,Talus,0.499,75.433,0.000,0.000,0.081,1.718,0.971,0.750,226.012,22833
V1.4,Terminus,0.543,60.587,0.000,0.000,0.249,1.174,0.518,0.658,224.582,70237
V1.4,Torvald,0.515,54.586,99.859,0.000,0.211,1.426,0.443,0.580,224.909,59323
V1.4,Tyra,0.535,104.610,0.000,0.000,0.320,1.811,0.864,0.762,241.958,90108
V1.4,Viktor,0.490,104.307,0.000,0.000,0.430,1.803,0.916,0.672,235.372,121185
V1.4,Vivian,0.508,97.522,18.773,0.000,0.149,1.888,0.906,0.678,239.619,41852
V1.4,Willo,0.555,92.502,0.000,0.000,0.189,1.867,0.875,0.647,233.486,53344
V1.4,Ying,0.528,38.196,0.000,113.686,0.267,1.794,0.277,0.492,238.478,75266
V1.4,Zhin,0.515,79.071,0.000,0.000,0.269,1.617,0.964,0.697,224.663,75743
V1.5,Androxus,0.483,76.873,0.000,0.000,0.356,1.621,1.031,0.771,222.669,69132
V1.5,Ash,0.474,65.226,51.954,0.000,0.306,1.288,0.412,0.636,228.573,59331
V1.5,Barik,0.480,68.215,74.570,0.000,0.213,1.518,0.411,0.592,234.195,41296
V1.5,Bomb King,0.504,78.854,0.000,0.000,0.255,1.503,0.825,0.726,219.761,49491
V1.5,Buck,0.507,74.619,0.000,0.000,0.106,1.674,0.929,0.711,225.929,20572
V1.5,Cassie,0.476,96.227,0.000,0.000,0.268,1.737,0.917,0.630,230.885,51994
V1.5,Drogoz,0.531,98.288,0.000,0.000,0.161,1.619,0.936,0.720,231.682,31306
V1.5,Evie,0.478,72.147,0.000,0.000,0.148,1.459,0.842,0.692,210.276,28692
V1.5,Fernando,0.530,73.780,66.834,0.000,0.621,1.412,0.523,0.631,239.489,120539
V1.5,Furia,0.565,55.995,5.823,101.619,0.530,1.675,0.433,0.602,237.367,102907
V1.5,Grohk,0.546,62.997,0.645,78.608,0.112,1.806,0.427,0.627,244.189,21665
V1.5,Grover,0.514,48.657,0.000,95.343,0.119,1.859,0.349,0.620,246.120,23053
V1.5,Inara,0.532,69.015,20.589,0.000,0.602,1.479,0.472,0.593,238.953,116831
V1.5,Jenos,0.469,38.717,0.000,97.669,0.294,1.894,0.351,0.545,228.257,57060
V1.5,Khan,0.503,56.648,50.527,12.744,0.416,1.541,0.559,0.569,237.943,80689
V1.5,Kinessa,0.393,79.393,0.000,0.000,0.106,1.434,0.744,0.608,202.094,20621
V1.5,Koga,0.502,77.133,0.000,0.000,0.232,1.653,0.908,0.769,222.761,44996
V1.5,Lex,0.500,79.494,0.000,0.000,0.241,1.936,1.079,0.789,286.121,46721
V1.5,Lian,0.469,95.554,0.000,0.000,0.249,1.751,0.836,0.728,229.817,48288
V1.5,Maeve,0.477,68.462,0.000,0.000,0.189,1.538,0.959,0.788,217.113,36602
V1.5,Makoa,0.505,69.420,45.054,0.000,0.615,1.440,0.630,0.581,236.710,119391
V1.5,Mal'Damba,0.420,37.310,0.000,101.565,0.222,1.450,0.259,0.612,217.656,43109
V1.5,Moji,0.492,73.791,0.000,3.285,0.082,1.643,0.946,0.860,228.485,15906
V1.5,Pip,0.496,59.308,0.000,55.549,0.157,1.567,0.547,0.629,216.912,30437
V1.5,Ruckus,0.448,75.720,43.728,0.000,0.280,1.520,0.538,0.691,225.221,54333
V1.5,Seris,0.456,35.275,0.000,111.467,0.417,1.430,0.248,0.567,222.337,80945
V1.5,Sha Lin,0.450,90.679,0.000,0.000,0.146,1.530,0.884,0.716,219.784,28279
V1.5,Skye,0.487,80.452,0.000,0.000,0.186,1.644,0.959,0.789,223.157,36010
V1.5,Strix,0.434,84.216,0.000,0.000,0.145,1.617,0.806,0.610,212.551,28220
V1.5,Talus,0.492,75.291,0.000,0.000,0.086,1.694,0.948,0.759,224.070,16641
V1.5,Terminus,0.547,61.219,0.000,0.000,0.226,1.185,0.523,0.652,225.191,43807
V1.5,Torvald,0.518,54.123,101.753,0.000,0.245,1.420,0.434,0.573,223.761,47617
V1.5,Tyra,0.526,103.363,0.000,0.000,0.321,1.784,0.844,0.764,239.812,62310
V1.5,Viktor,0.493,105.111,0.000,0.000,0.457,1.808,0.917,0.669,235.428,88601
V1.5,Vivian,0.513,97.352,18.941,0.000,0.160,1.887,0.901,0.678,239.117,31082
V1.5,Willo,0.552,91.587,0.000,0.000,0.171,1.849,0.860,0.646,231.705,33215
V1.5,Ying,0.526,36.558,0.000,116.390,0.282,1.771,0.267,0.488,237.744,54793
V1.5,Zhin,0.515,78.756,0.000,0.000,0.277,1.602,0.955,0.704,224.027,53798
V1.6,Androxus,0.506,77.614,0.000,0.000,0.394,1.644,1.080,0.763,225.983,119728
V1.6,Ash,0.503,70.937,53.210,0.000,0.273,1.339,0.443,0.608,232.928,82857
V1.6,Barik,0.479,67.420,74.520,0.000,0.215,1.482,0.399,0.581,232.917,65277
V1.6,Bomb King,0.503,77.876,0.000,0.000,0.239,1.460,0.799,0.719,217.390,72610
V1.6,Buck,0.498,73.547,0.000,0.000,0.103,1.631,0.911,0.708,223.141,31239
V1.6,Cassie,0.468,95.191,0.000,0.000,0.272,1.669,0.876,0.622,227.329,82529
V1.6,Drogoz,0.531,97.893,0.000,0.000,0.157,1.586,0.921,0.698,230.503,47687
V1.6,Evie,0.481,72.997,0.000,0.000,0.157,1.464,0.854,0.678,211.106,47599
V1.6,Fernando,0.539,74.336,67.005,0.000,0.653,1.414,0.526,0.607,239.455,198358
V1.6,Furia,0.523,51.971,4.464,95.517,0.388,1.548,0.389,0.611,227.248,117893
V1.6,Grohk,0.554,61.609,0.659,80.264,0.105,1.759,0.408,0.612,243.726,31869
V1.6,Grover,0.515,48.625,0.000,97.472,0.128,1.835,0.342,0.605,247.353,38886
V1.6,Inara,0.525,68.390,20.866,0.000,0.622,1.429,0.455,0.581,236.804,188816
V1.6,Jenos,0.475,39.338,0.000,95.107,0.269,1.858,0.358,0.531,226.950,81831
V1.6,Khan,0.513,56.531,51.315,12.523,0.390,1.521,0.554,0.548,237.758,118487
V1.6,Kinessa,0.396,77.699,0.000,0.000,0.115,1.383,0.724,0.598,199.709,34871
V1.6,Koga,0.466,71.411,0.000,0.000,0.189,1.511,0.821,0.787,213.086,57381
V1.6,Lex,0.492,78.386,0.000,0.000,0.226,1.868,1.041,0.787,280.916,68527
V1.6,Lian,0.476,95.219,0.000,0.000,0.242,1.715,0.820,0.704,228.106,73533
V1.6,Maeve,0.475,67.941,0.000,0.000,0.188,1.507,0.941,0.775,214.892,57102
V1.6,Makoa,0.487,66.432,45.507,0.000,0.589,1.373,0.591,0.574,232.253,179011
V1.6,Mal'Damba,0.457,36.485,0.000,108.739,0.268,1.469,0.253,0.567,222.359,81347
V1.6,Moji,0.489,73.143,0.000,3.096,0.066,1.623,0.939,0.850,226.982,20163
V1.6,Pip,0.500,57.737,0.000,57.245,0.158,1.529,0.523,0.611,216.451,47957
V1.6,Ruckus,0.445,75.625,43.696,0.000,0.287,1.488,0.530,0.679,223.506,87196
V1.6,Seris,0.479,35.075,0.000,112.969,0.445,1.428,0.246,0.539,223.492,135171
V1.6,Sha Lin,0.448,87.968,0.000,0.000,0.128,1.463,0.841,0.711,215.963,38904
V1.6,Skye,0.489,79.207,0.000,0.000,0.182,1.600,0.939,0.794,221.253,55182
V1.6,Strix,0.429,83.683,0.000,0.000,0.153,1.586,0.790,0.593,211.072,46528
V1.6,Talus,0.515,78.623,0.000,0.000,0.135,1.728,0.987,0.730,227.259,40878
V1.6,Terminus,0.553,62.279,0.000,0.000,0.221,1.205,0.544,0.629,226.563,67126
V1.6,Torvald,0.508,53.029,99.448,0.000,0.262,1.370,0.414,0.567,221.149,79508
V1.6,Tyra,0.521,100.720,0.000,0.000,0.310,1.725,0.810,0.757,236.271,94042
V1.6,Viktor,0.500,105.651,0.000,0.000,0.505,1.780,0.903,0.655,234.761,153447
V1.6,Vivian,0.508,95.729,18.405,0.000,0.195,1.843,0.878,0.659,236.468,59234
V1.6,Willo,0.555,90.960,0.000,0.000,0.159,1.804,0.843,0.631,230.029,48194
V1.6,Ying,0.536,33.990,0.000,120.508,0.357,1.728,0.250,0.467,237.515,108332
V1.6,Zhin,0.509,76.614,0.000,0.000,0.255,1.544,0.920,0.699,220.165,77410
V1.7,Androxus,0.495,77.242,0.000,0.000,0.340,1.603,1.038,0.757,222.630,117379
V1.7,Ash,0.487,71.604,53.196,0.000,0.278,1.311,0.432,0.609,229.907,95925
V1.7,Barik,0.466,67.585,75.817,0.000,0.182,1.432,0.385,0.585,230.761,62878
V1.7,Bomb King,0.492,78.209,0.000,0.000,0.220,1.429,0.778,0.716,215.255,75966
V1.7,Buck,0.496,74.145,0.000,0.000,0.096,1.602,0.897,0.713,221.585,33235
V1.7,Cassie,0.468,97.335,0.000,0.000,0.259,1.638,0.861,0.618,226.930,89501
V1.7,Dredge,0.519,103.854,3.163,0.000,0.164,1.616,0.862,0.620,232.042,56692
V1.7,Drogoz,0.528,99.395,0.000,0.000,0.168,1.551,0.891,0.705,229.168,58150
V1.7,Evie,0.488,74.183,0.000,0.000,0.150,1.451,0.843,0.667,210.219,51823
V1.7,Fernando,0.529,76.224,65.279,0.000,0.668,1.403,0.522,0.608,237.896,230726
V1.7,Furia,0.521,53.125,4.070,95.527,0.295,1.545,0.392,0.615,227.090,101718
V1.7,Grohk,0.574,67.624,0.611,83.011,0.121,1.821,0.439,0.595,248.947,41634
V1.7,Grover,0.520,48.691,0.000,104.030,0.116,1.845,0.329,0.596,248.808,40102
V1.7,Inara,0.516,68.998,21.441,0.000,0.625,1.399,0.444,0.584,235.607,215727
V1.7,Jenos,0.478,40.860,0.000,95.730,0.220,1.854,0.365,0.528,227.554,76020
V1.7,Khan,0.510,58.051,50.876,12.801,0.476,1.528,0.564,0.544,237.237,164468
V1.7,Kinessa,0.398,78.792,0.000,0.000,0.091,1.368,0.721,0.593,199.555,31490
V1.7,Koga,0.477,73.102,0.000,0.000,0.152,1.527,0.834,0.776,214.503,52473
V1.7,Lex,0.490,78.703,0.000,0.000,0.201,1.840,1.027,0.787,278.821,69486
V1.7,Lian,0.476,96.645,0.000,0.000,0.238,1.707,0.812,0.692,228.235,82348
V1.7,Maeve,0.469,67.837,0.000,0.000,0.174,1.481,0.931,0.777,213.833,59921
V1.7,Makoa,0.510,70.666,45.310,0.000,0.654,1.424,0.629,0.557,235.333,225868
V1.7,Mal'Damba,0.465,35.842,0.000,115.721,0.323,1.476,0.241,0.548,224.715,111363
V1.7,Moji,0.474,71.817,0.000,2.710,0.071,1.561,0.906,0.858,222.795,24548
V1.7,Pip,0.505,58.877,0.000,61.695,0.143,1.543,0.527,0.597,218.365,49321
V1.7,Ruckus,0.444,76.746,43.424,0.000,0.248,1.465,0.523,0.674,222.873,85639
V1.7,Seris,0.472,34.270,0.000,115.026,0.488,1.399,0.231,0.538,222.468,168574
V1.7,Sha Lin,0.435,87.487,0.000,0.000,0.089,1.422,0.816,0.712,213.746,30874
V1.7,Skye,0.512,84.799,0.000,0.000,0.221,1.667,1.011,0.794,226.645,76321
V1.7,Strix,0.425,83.444,0.000,0.000,0.158,1.547,0.761,0.591,208.691,54546
V1.7,Talus,0.527,80.672,0.000,0.000,0.153,1.730,0.984,0.716,227.530,52886
V1.7,Terminus,0.546,63.674,0.000,0.000,0.219,1.197,0.543,0.621,225.718,75699
V1.7,Torvald,0.508,52.861,101.992,0.000,0.232,1.348,0.402,0.561,219.896,80106
V1.7,Tyra,0.514,101.290,0.000,0.000,0.298,1.691,0.791,0.760,234.833,102892
V1.7,Viktor,0.497,108.286,0.000,0.000,0.497,1.759,0.883,0.643,234.051,171744
V1.7,Vivian,0.519,100.154,18.378,0.000,0.162,1.879,0.902,0.648,239.489,56102
V1.7,Willo,0.546,92.232,0.000,0.000,0.141,1.761,0.812,0.631,228.244,48756
V1.7,Ying,0.534,31.912,0.000,128.688,0.408,1.701,0.233,0.454,238.440,140959
V1.7,Zhin,0.506,77.278,0.000,0.000,0.258,1.520,0.904,0.694,218.515,89050
V1.8,Androxus,0.490,76.109,0.000,0.000,0.303,1.606,1.053,0.754,223.440,115561
V1.8,Ash,0.493,72.362,54.950,0.000,0.325,1.333,0.436,0.600,231.952,124107
V1.8,Barik,0.473,66.882,76.696,0.000,0.189,1.457,0.383,0.576,233.117,72259
V1.8,Bomb King,0.507,78.299,0.000,0.000,0.202,1.447,0.788,0.703,216.976,76905
V1.8,Buck,0.487,72.387,0.000,0.000,0.074,1.586,0.885,0.715,220.867,28390
V1.8,Cassie,0.475,97.606,0.000,0.000,0.261,1.645,0.864,0.607,228.408,99603
V1.8,Dredge,0.527,97.897,2.786,0.000,0.103,1.613,0.874,0.617,231.344,39106
V1.8,Drogoz,0.492,92.784,0.000,0.000,0.185,1.460,0.829,0.721,221.645,70588
V1.8,Evie,0.484,74.714,0.000,0.000,0.167,1.460,0.843,0.651,210.851,63541
V1.8,Fernando,0.537,76.991,65.765,0.000,0.648,1.432,0.531,0.599,240.167,247105
V1.8,Furia,0.508,53.669,3.179,82.220,0.311,1.533,0.410,0.635,222.897,118566
V1.8,Grohk,0.573,73.459,0.531,75.721,0.154,1.860,0.465,0.584,249.121,58645
V1.8,Grover,0.531,49.151,0.000,104.427,0.122,1.893,0.342,0.582,253.326,46422
V1.8,Inara,0.519,68.996,21.408,0.000,0.591,1.412,0.443,0.576,237.056,225403
V1.8,Jenos,0.470,42.653,0.000,86.944,0.182,1.824,0.393,0.549,226.200,69523
V1.8,Khan,0.503,55.404,54.917,11.673,0.445,1.490,0.542,0.552,237.265,169607
V1.8,Kinessa,0.400,75.509,0.000,0.000,0.096,1.343,0.673,0.594,197.567,36700
V1.8,Koga,0.457,68.671,0.000,0.000,0.180,1.460,0.786,0.784,209.644,68727
V1.8,Lex,0.497,81.361,0.000,0.000,0.201,1.881,1.034,0.765,253.390,76583
V1.8,Lian,0.487,95.655,0.000,0.000,0.293,1.726,0.818,0.675,229.400,111586
V1.8,Maeve,0.466,67.081,0.000,0.000,0.183,1.475,0.919,0.771,213.445,69725
V1.8,Makoa,0.506,70.035,45.706,0.000,0.587,1.422,0.625,0.559,235.889,223882
V1.8,Mal'Damba,0.462,35.635,0.000,114.045,0.312,1.467,0.237,0.548,224.510,119038
V1.8,Moji,0.489,73.533,0.000,2.736,0.064,1.622,0.949,0.839,227.651,24299
V1.8,Pip,0.502,57.984,0.000,60.756,0.144,1.533,0.518,0.593,218.601,55079
V1.8,Ruckus,0.444,76.158,42.833,0.000,0.283,1.474,0.522,0.671,222.716,107895
V1.8,Seris,0.478,35.230,0.000,114.884,0.474,1.424,0.241,0.530,224.931,180628
V1.8,Sha Lin,0.442,85.819,0.000,0.000,0.089,1.414,0.805,0.702,213.690,33822
V1.8,Skye,0.520,88.014,0.000,0.000,0.307,1.714,1.040,0.768,229.675,117109
V1.8,Strix,0.432,83.679,0.000,0.000,0.172,1.573,0.777,0.577,210.658,65762
V1.8,Talus,0.527,81.735,0.000,0.000,0.157,1.748,0.992,0.701,229.129,59849
V1.8,Terminus,0.563,62.922,0.000,0.000,0.241,1.208,0.549,0.619,229.448,91792
V1.8,Torvald,0.505,52.263,101.650,0.000,0.216,1.349,0.400,0.559,220.365,82500
V1.8,Tyra,0.522,99.731,0.000,0.000,0.301,1.710,0.798,0.746,236.066,114888
V1.8,Viktor,0.482,100.691,0.000,0.000,0.419,1.710,0.865,0.665,230.655,159941
V1.8,Vivian,0.535,100.779,18.329,0.000,0.194,1.914,0.910,0.629,242.263,73994
V1.8,Willo,0.494,87.192,0.000,0.000,0.134,1.643,0.733,0.652,220.654,51010
V1.8,Ying,0.533,30.608,0.000,130.531,0.451,1.704,0.228,0.447,239.325,172009
V1.8,Zhin,0.512,77.590,0.000,0.000,0.242,1.544,0.920,0.685,220.315,92221
V1.9,Androxus,0.501,76.442,0.000,0.000,0.202,1.652,1.095,0.766,227.263,100512
V1.9,Ash,0.492,73.046,53.445,0.000,0.368,1.355,0.442,0.608,233.812,183141
V1.9,Barik,0.467,66.879,75.838,0.000,0.184,1.469,0.385,0.588,234.057,91429
V1.9,Bomb King,0.507,79.823,0.000,0.000,0.200,1.474,0.808,0.711,219.105,99342
V1.9,Buck,0.476,73.022,0.000,0.000,0.062,1.594,0.892,0.734,221.199,30850
V1.9,Cassie,0.472,99.986,0.000,0.000,0.270,1.679,0.886,0.619,231.207,134282
V1.9,Dredge,0.505,96.583,3.147,0.000,0.076,1.586,0.822,0.635,228.843,37907
V1.9,Drogoz,0.497,95.714,0.000,0.000,0.220,1.506,0.858,0.721,224.734,109207
V1.9,Evie,0.482,75.368,0.000,0.000,0.178,1.469,0.848,0.657,211.461,88263
V1.9,Fernando,0.535,79.115,63.244,0.000,0.681,1.471,0.550,0.605,242.037,338376
V1.9,Furia,0.539,51.367,4.338,102.938,0.387,1.588,0.389,0.610,233.371,192490
V1.9,Grohk,0.587,79.836,0.524,75.382,0.197,1.937,0.494,0.579,253.362,97989
V1.9,Grover,0.514,49.105,0.000,103.925,0.116,1.887,0.336,0.599,252.303,57854
V1.9,Inara,0.512,69.800,21.440,0.000,0.623,1.428,0.450,0.585,238.707,309981
V1.9,Jenos,0.454,43.391,0.000,85.114,0.152,1.822,0.398,0.570,225.597,75398
V1.9,Khan,0.505,57.272,52.664,12.149,0.368,1.527,0.556,0.557,239.685,182901
V1.9,Kinessa,0.396,78.799,0.000,0.000,0.092,1.381,0.689,0.602,200.427,45793
V1.9,Koga,0.467,72.231,0.000,0.000,0.149,1.525,0.837,0.784,214.876,74200
V1.9,Lex,0.493,82.586,0.000,0.000,0.194,1.900,1.041,0.775,254.645,96574
V1.9,Lian,0.476,96.491,0.000,0.000,0.299,1.735,0.825,0.691,230.140,148686
V1.9,Maeve,0.461,68.251,0.000,0.000,0.192,1.496,0.940,0.781,214.952,95514
V1.9,Makoa,0.506,71.776,44.371,0.000,0.590,1.461,0.646,0.564,238.261,293207
V1.9,Mal'Damba,0.458,35.887,0.000,118.718,0.308,1.507,0.235,0.551,227.509,153231
V1.9,Moji,0.484,74.435,0.000,2.606,0.063,1.628,0.951,0.854,228.273,31296
V1.9,Pip,0.496,58.782,0.000,60.527,0.133,1.541,0.520,0.608,219.129,65996
V1.9,Ruckus,0.441,76.873,42.990,0.000,0.256,1.485,0.528,0.678,224.377,127104
V1.9,Seris,0.466,34.813,0.000,116.176,0.459,1.431,0.235,0.544,225.203,228457
V1.9,Sha Lin,0.442,87.452,0.000,0.000,0.091,1.441,0.827,0.717,215.777,45422
V1.9,Skye,0.518,90.944,0.000,0.000,0.332,1.717,1.036,0.788,230.660,165030
V1.9,Strix,0.430,83.515,0.000,0.000,0.155,1.572,0.770,0.589,210.541,77114
V1.9,Talus,0.525,81.704,0.000,0.000,0.188,1.742,0.986,0.708,228.780,93529
V1.9,Terminus,0.568,66.901,0.000,0.000,0.279,1.255,0.574,0.606,232.567,138491
V1.9,Torvald,0.498,52.255,101.525,0.000,0.226,1.352,0.397,0.567,221.137,112615
V1.9,Tyra,0.520,101.254,0.000,0.000,0.293,1.725,0.806,0.757,237.642,145637
V1.9,Viktor,0.486,102.102,0.000,0.000,0.393,1.735,0.890,0.678,233.206,195326
V1.9,Vivian,0.533,101.796,18.382,0.000,0.200,1.932,0.924,0.640,243.454,99482
V1.9,Willo,0.502,88.170,0.000,0.000,0.138,1.674,0.758,0.662,222.952,68839
V1.9,Ying,0.520,29.453,0.000,130.951,0.428,1.689,0.220,0.463,238.297,212727
V1.9,Zhin,0.510,79.883,0.000,0.000,0.258,1.580,0.943,0.688,222.942,128108
V2.01,Androxus,0.459,75.893,0.000,0.000,0.229,1.515,0.948,0.786,217.139,110373
V2.01,Ash,0.516,76.614,55.553,0.000,0.509,1.413,0.467,0.575,238.279,245885
V2.01,Barik,0.471,69.672,75.865,0.000,0.169,1.466,0.382,0.571,235.841,81712
V2.01,Bomb King,0.512,85.754,0.000,0.000,0.221,1.533,0.852,0.703,225.062,106749
V2.01,Buck,0.480,76.745,0.000,0.000,0.064,1.610,0.901,0.731,223.253,31127
V2.01,Cassie,0.471,103.286,0.000,0.000,0.244,1.674,0.889,0.628,232.781,117723
V2.01,Dredge,0.494,104.064,3.528,0.000,0.079,1.496,0.832,0.644,229.897,37887
V2.01,Drogoz,0.493,96.958,0.000,0.000,0.196,1.519,0.869,0.721,224.913,94540
V2.01,Evie,0.483,78.160,0.000,0.000,0.156,1.486,0.852,0.664,212.992,75300
V2.01,Fernando,0.488,72.386,67.218,0.000,0.480,1.305,0.436,0.629,237.152,231701
V2.01,Furia,0.519,52.944,4.254,104.861,0.389,1.552,0.378,0.621,232.250,187951
V2.01,Grohk,0.568,84.052,0.515,73.770,0.228,1.931,0.495,0.589,252.902,110069
V2.01,Grover,0.582,50.583,0.431,138.731,0.272,2.195,0.326,0.524,274.567,131325
V2.01,Inara,0.529,72.711,21.550,0.000,0.641,1.460,0.452,0.562,241.899,309399
V2.01,Jenos,0.475,45.189,0.000,88.889,0.130,1.916,0.393,0.550,230.926,62634
V2.01,Khan,0.478,62.067,50.414,10.742,0.569,1.490,0.540,0.562,235.614,274668
V2.01,Kinessa,0.389,84.401,0.000,0.000,0.085,1.382,0.693,0.599,202.816,40871
V2.01,Koga,0.537,97.158,0.000,0.000,0.152,1.892,1.224,0.799,245.114,73384
V2.01,Lex,0.482,84.311,0.000,0.000,0.166,1.834,1.008,0.785,250.531,80160
V2.01,Lian,0.462,107.169,0.000,0.000,0.297,1.712,0.836,0.692,233.281,143453
V2.01,Maeve,0.475,72.400,0.000,0.000,0.188,1.543,0.983,0.768,220.344,90813
V2.01,Makoa,0.520,74.029,42.634,0.000,0.552,1.489,0.653,0.553,240.152,266231
V2.01,Mal'Damba,0.446,38.197,0.000,117.767,0.286,1.481,0.241,0.558,226.528,137827
V2.01,Moji,0.480,78.432,0.000,2.465,0.065,1.622,0.943,0.853,229.592,31368
V2.01,Pip,0.506,66.247,0.000,55.787,0.126,1.622,0.594,0.604,222.605,60889
V2.01,Ruckus,0.447,80.044,43.923,0.000,0.226,1.499,0.534,0.671,226.557,109156
V2.01,Seris,0.470,33.533,0.000,129.846,0.539,1.447,0.215,0.507,229.041,260217
V2.01,Sha Lin,0.452,93.595,0.000,0.000,0.095,1.486,0.845,0.703,220.503,45783
V2.01,Skye,0.497,93.923,0.000,0.913,0.282,1.703,1.035,0.811,231.686,135939
V2.01,Strix,0.429,87.468,0.000,0.000,0.120,1.451,0.787,0.611,210.834,57804
V2.01,Talus,0.504,83.228,0.000,0.000,0.161,1.692,0.963,0.733,226.839,77816
V2.01,Terminus,0.562,68.900,0.000,0.000,0.309,1.250,0.557,0.597,231.970,149009
V2.01,Torvald,0.513,53.113,102.953,0.000,0.205,1.388,0.409,0.555,223.352,99077
V2.01,Tyra,0.540,108.125,0.000,0.000,0.347,1.787,0.834,0.731,244.592,167557
V2.01,Viktor,0.456,100.896,0.000,0.000,0.274,1.638,0.785,0.670,227.138,132368
V2.01,Vivian,0.539,107.086,18.610,0.000,0.225,1.946,0.943,0.635,247.078,108732
V2.01,Willo,0.509,92.621,0.000,0.000,0.137,1.704,0.781,0.652,226.664,65959
V2.01,Ying,0.491,33.909,0.000,117.945,0.241,1.618,0.227,0.493,231.780,116075
V2.01,Zhin,0.536,88.121,0.000,0.000,0.345,1.668,0.999,0.669,230.092,166489
V2.02,Androxus,0.459,75.797,0.000,0.000,0.247,1.499,0.931,0.776,215.342,107527
V2.02,Ash,0.513,75.270,54.539,0.000,0.556,1.386,0.451,0.578,235.867,242420
V2.02,Barik,0.472,69.563,75.270,0.000,0.156,1.446,0.383,0.566,233.822,68216
V2.02,Bomb King,0.510,86.834,0.000,0.000,0.216,1.535,0.857,0.699,225.471,94308
V2.02,Buck,0.466,75.501,0.000,0.000,0.058,1.568,0.868,0.741,219.939,25213
V2.02,Cassie,0.460,102.787,0.000,0.000,0.222,1.637,0.869,0.631,231.327,96880
V2.02,Dredge,0.482,104.953,3.680,0.000,0.109,1.476,0.818,0.648,228.633,47574
V2.02,Drogoz,0.505,97.489,0.000,0.000,0.195,1.548,0.890,0.697,225.925,85180
V2.02,Evie,0.484,78.024,0.000,0.000,0.152,1.466,0.835,0.660,211.381,66102
V2.02,Fernando,0.488,69.916,69.255,0.000,0.346,1.265,0.418,0.630,235.900,150752
V2.02,Furia,0.502,52.014,3.880,103.855,0.314,1.510,0.362,0.628,228.369,136879
V2.02,Grohk,0.556,83.706,0.557,71.104,0.215,1.893,0.484,0.595,249.320,93559
V2.02,Grover,0.588,49.931,0.450,139.241,0.494,2.187,0.327,0.515,272.471,215323
V2.02,Imani,0.533,115.225,1.991,0.000,0.150,1.720,0.958,0.591,240.998,65358
V2.02,Inara,0.527,71.373,21.575,0.000,0.646,1.427,0.437,0.557,239.990,281709
V2.02,Jenos,0.457,45.624,0.000,82.222,0.112,1.855,0.403,0.568,225.843,48973
V2.02,Khan,0.483,62.636,47.593,10.343,0.591,1.494,0.548,0.554,233.543,257886
V2.02,Kinessa,0.399,84.928,0.000,0.000,0.078,1.394,0.701,0.584,203.458,33862
V2.02,Koga,0.532,96.916,0.000,0.000,0.080,1.840,1.187,0.827,242.909,34981
V2.02,Lex,0.479,83.136,0.000,0.000,0.140,1.806,0.975,0.782,247.318,61128
V2.02,Lian,0.447,106.670,0.000,0.000,0.293,1.674,0.819,0.690,231.002,127701
V2.02,Maeve,0.474,71.689,0.000,0.000,0.172,1.519,0.962,0.768,218.524,75145
V2.02,Makoa,0.511,73.589,42.286,0.000,0.569,1.468,0.647,0.556,237.288,248124
V2.02,Mal'Damba,0.425,37.567,0.000,115.241,0.266,1.435,0.235,0.561,222.291,115952
V2.02,Moji,0.475,78.385,0.000,2.400,0.057,1.603,0.923,0.854,227.659,24955
V2.02,Pip,0.506,68.286,0.000,49.877,0.134,1.630,0.626,0.605,220.942,58411
V2.02,Ruckus,0.452,79.165,43.305,0.000,0.208,1.491,0.532,0.665,225.189,90584
